target_id	length	eff_length	est_counts	tpm
b0101	198	60.1422	24	18.1319
b0102	744	601.286	54	4.0806
b0103	621	478.286	20	1.9
b0104	1044	901.286	92	4.63806
b0106	1203	1060.29	23	0.985635
b0107	1386	1243.29	19	0.694375
b0108	441	298.286	1	0.152328
b0109	894	751.286	14	0.846709
b0110	552	409.286	5	0.555079
b0111	855	712.286	16	1.02065
b0112	1374	1231.29	65	2.39864
b0113	765	622.286	334	24.3875
b0114	2664	2521.29	583	10.5065
b0115	1893	1750.29	386	10.0205
b0116	1425	1282.29	822	29.1272
b0117	1854	1711.29	44	1.16827
b0118	2598	2455.29	1253	23.1878
b0119	363	220.286	39	8.04432
b0120	795	652.286	49	3.41326
b0121	867	724.286	125	7.84172
b0122	348	205.286	12	2.65603
b0123	1551	1408.29	25	0.806604
b0124	2391	2248.29	235	4.74928
b0125	537	394.286	40	4.60957
b0126	663	520.286	92	8.03447
b0127	927	784.286	27	1.56423
b0128	771	628.286	26	1.8803
b0129	441	298.286	5	0.761638
b0130	1230	1087.29	16	0.668633
b0131	381	238.286	61	11.6317
b0132	903	760.286	24	1.43432
b0133	852	709.286	77	4.93265
b0134	795	652.286	53	3.69189
b0135	1239	1096.29	7	0.290125
b0136	597	454.286	3	0.300057
b0137	606	463.286	1	0.0980759
b0138	570	427.286	4	0.425356
b0139	2598	2455.29	5	0.0925293
b0140	741	598.286	1	0.0759456
b0141	585	442.286	0	0
b0142	480	337.286	11	1.48186
b0143	1398	1255.29	480	17.3744
b0144	927	784.286	36	2.08564
b0145	456	313.286	224	32.4877
b0146	705	562.286	21	1.69697
b0147	531	388.286	25	2.9255
b0148	2430	2287.29	148	2.94004
b0149	2535	2392.29	307	5.83091
b0150	2244	2101.29	29	0.627082
b0151	798	655.286	23	1.59481
b0152	891	748.286	12	0.72866
b0153	1983	1840.29	101	2.49372
b0154	1281	1138.29	212	8.46244
b0155	1422	1279.29	85	3.019
b0156	345	202.286	102	22.9111
b0157	624	481.286	31	2.92664
b0158	801	658.286	13	0.897305
b0159	699	556.286	62	5.06413
b0160	1518	1375.29	13	0.429498
b0161	1425	1282.29	64	2.26781
b0162	1158	1015.29	11	0.492284
b0163	387	244.286	12	2.232
b0164	813	670.286	7	0.474514
b0166	825	682.286	50	3.32977
b0167	2673	2530.29	49	0.879909
b0168	795	652.286	72	5.0154
b4414	136	20.5196	65	143.931
b0169	726	583.286	1183	92.1541
b0170	852	709.286	454	29.0834
b0171	726	583.286	227	17.683
b0172	558	415.286	174	19.0376
b0173	1197	1054.29	52	2.24107
b0174	762	619.286	155	11.3724
b0175	858	715.286	161	10.2272
b0176	1353	1210.29	421	15.8054
b0177	2433	2290.29	426	8.45145
b0178	486	343.286	80	10.5888
b0179	1026	883.286	170	8.74498
b0180	456	313.286	123	17.8392
b0181	789	646.286	542	38.1053
b0182	1149	1006.29	142	6.41177
b0183	597	454.286	57	5.70108
b0184	3483	3340.29	245	3.33268
b0185	960	817.286	210	11.675
b0186	2142	1999.29	45	1.0227
b0187	390	247.286	9	1.65369
b0188	1299	1156.29	146	5.73719
b0189	255	112.298	20	8.09223
b4406	201	62.5474	8	5.81155
b0190	546	403.286	11	1.23934
b0191	423	280.286	7	1.13477
b0192	711	568.286	16	1.27928
b0193	825	682.286	17	1.13212
b0194	1719	1576.29	256	7.37932
b0195	708	565.286	40	3.21516
b0196	405	262.286	48	8.31529
b0197	816	673.286	44	2.96937
b0198	654	511.286	41	3.64361
b0199	1032	889.286	80	4.08752
b0200	576	433.286	17	1.78273
b0201	1542	1399.29	1.11522e+06	36212.9
b0202	77	11.7429	303	1172.41
b0203	76	11.75	62	239.754
b0204	2904	2761.29	1.52913e+06	25162
b0205	120	14.4839	23653.4	74202.5
b0206	77	11.7429	754	2917.49
b0207	804	661.286	468	32.1564
b0208	915	772.286	917	53.9514
b0209	801	658.286	1895	130.799
b0210	624	481.286	1253	118.293
b0211	1359	1216.29	1401	52.3376
b0212	756	613.286	178	13.1877
b0213	723	580.286	229	17.931
b0214	468	325.286	154	21.5113
b0215	732	589.286	312	24.0569
b0216	77	11.7429	754	2917.49
b0217	786	643.286	37	2.61342
b4586	480	337.286	1	0.134714
b0218	357	214.286	1	0.21204
b4503	273	130.286	6	2.0925
b0219	771	628.286	149	10.7756
b0220	474	331.286	239	32.7798
b0221	2445	2302.29	1280	25.2617
b0222	579	436.286	207	21.5581
b0223	768	625.286	188	13.6613
b0224	741	598.286	74	5.61997
b0225	279	136.286	26	8.6683
b0226	261	118.298	15	5.76135
b0227	750	607.286	73	5.46186
b0228	498	355.286	52	6.65023
b0229	1713	1570.29	487	14.0916
b0230	756	613.286	76	5.63069
b0231	1056	913.286	255	12.6866
b0232	294	151.286	4	1.20136
b0233	399	256.286	9	1.59562
b0234	453	310.286	15	2.19655
b0235	207	67.3653	5	3.37245
b0236	501	358.286	135	17.1205
b0237	1458	1315.29	157	5.42364
b0238	459	316.286	204	29.3063
b0239	1245	1102.29	274	11.2945
b0240	402	259.286	91	15.9468
b0241	1056	913.286	60	2.98508
b0242	1104	961.286	248	11.7222
b0243	1254	1111.29	163	6.66458
b0244	76	11.75	2	7.73399
b4626	63	12.65	3	10.7756
b0245	342	199.286	270	61.56
b0246	318	175.286	389	100.836
b4504	222	80.2949	89.9857	50.921
b0247	477	334.286	345	46.8935
b0248	459	316.286	387	55.5959
b0249	240	97.3386	171	79.822
b0250	468	325.286	96	13.4096
b0251	444	301.286	43	6.48486
b4627	222	80.2949	9	5.09291
b4628	192	55.4133	22.5623	18.5003
b0252	822	679.286	105	7.02341
b0253	864	721.286	80	5.03957
b0254	894	751.286	14	0.846709
b4587	684	541.286	50.6093	4.2483
b0256	1152	1009.29	4.17581	0.187991
b4690	75	11.8621	19	72.7787
b0258	1108	965.286	194	9.13181
b0259	1017	874.286	68.1792	3.54331
b0260	1404	1261.29	94	3.3863
b0261	933	790.286	55	3.1622
b0262	1047	904.286	111	5.57736
b0263	348	205.286	19	4.20538
b0264	504	361.286	9.99014	1.25641
b0265	276	133.286	4.80916	1.63944
b4708	174	42.4926	2.76934	2.96124
b4505	249	106.309	4	1.70963
b0266	309	166.286	7	1.91273
b0267	1155	1012.29	51	2.28917
b0268	909	766.286	16	0.948725
b0269	1968	1825.29	67	1.66784
b0270	1383	1240.29	50	1.83172
b0271	1611	1468.29	75	2.32093
b0272	759	616.286	125	9.21593
b0273	1005	862.286	57	3.00355
b4688	205	65.724	0	0
b0274	504	361.286	9.99014	1.25641
b0275	276	133.286	4.80916	1.63944
b0276	828	685.286	3	0.198912
b0277	627	484.286	13	1.2197
b0278	699	556.286	0	0
b0279	855	712.286	0	0
b0280	441	298.286	2	0.304655
b0281	1401	1258.29	24	0.866649
b4629	49	12.5	0	0
b4694	339	196.286	14	3.24078
b4695	78	11.96	1	3.79909
b0283	957	814.286	162	9.0396
b0284	2199	2056.29	25	0.552418
b0285	957	814.286	10	0.558
b0286	690	547.286	8	0.664182
b0287	615	472.286	35	3.36724
b0288	330	187.286	14	3.39652
b0289	711	568.286	16	1.27928
b0290	1644	1501.29	8	0.242124
b0291	2526	2383.29	33	0.629143
b0292	669	526.286	8	0.690684
b0293	588	445.286	9	0.918364
b0294	591	448.286	0	0
b0295	228	85.8314	0	0
b4506	141	22.9729	1	1.97786
b0296	264	121.298	0	0
b4671	102	11.3633	0	0
b4630	90	11.4378	0	0
b0297	872	729.286	3	0.186911
b0298	300	157.286	3.6	1.03998
b0299	867	724.286	29.4	1.84437
b0300	684	541.286	5	0.419715
b4631	129	17.7107	1	2.56553
b0301	594	451.286	1	0.100684
b0303	237	94.3861	0	0
b0304	1326	1183.29	6	0.230395
b0305	855	712.286	6	0.382744
b0306	720	577.286	3	0.236125
b0307	1428	1285.29	7	0.247463
b0308	696	553.286	2	0.164245
b0310	669	526.286	3	0.259007
b0311	1671	1528.29	72	2.14062
b0312	1473	1330.29	120	4.09871
b0313	588	445.286	62	6.32651
b0314	2034	1891.29	97	2.33038
b0315	1089	946.286	189	9.07508
b0316	933	790.286	69	3.96713
b0317	498	355.286	3	0.383667
b0318	606	463.286	3	0.294228
b0319	864	721.286	3	0.188984
b0320	1548	1405.29	6	0.193998
b0321	1419	1276.29	7	0.249208
b0323	951	808.286	8	0.449714
b0324	1383	1240.29	13	0.476248
b0325	1050	907.286	20	1.00161
b0326	816	673.286	0	0
b0327	246	103.309	21	9.23617
b0328	672	529.286	7	0.600923
b0329	276	133.286	2	0.6818
b0330	1587	1444.29	8	0.25168
b0331	891	748.286	6	0.36433
b0333	1170	1027.29	3	0.132691
b0334	1452	1309.29	5	0.173519
b0335	1887	1744.29	26	0.677278
b0336	1260	1117.29	537	21.8384
b0337	1284	1141.29	476	18.9506
b0338	900	757.286	22	1.32
b0339	660	517.286	8	0.702701
b0340	471	328.286	0	0
b0341	1155	1012.29	16	0.718171
b0342	612	469.286	3	0.290466
b0343	1254	1111.29	3	0.122661
b0344	3075	2932.29	25	0.387387
b0345	1083	940.286	29	1.40136
b0346	834	691.286	14	0.920199
b0347	1665	1522.29	5	0.14924
b0348	945	802.286	5	0.283173
b0349	867	724.286	9	0.564604
b0350	810	667.286	3	0.204278
b0351	951	808.286	2	0.112428
b0352	1014	871.286	1	0.0521496
b0353	1212	1069.29	11	0.467423
b0354	540	397.286	8	0.914952
b0355	834	691.286	42	2.7606
b0356	1110	967.286	150	7.04608
b0357	276	133.286	25	8.5225
b0358	774	631.286	2	0.143951
b0360	366	223.286	23.5199	4.78614
b0361	906	763.286	63.241	3.76464
b4579	699	556.286	3	0.245039
b0363	1197	1054.29	17	0.732659
b0364	558	415.286	0	0
b0365	963	820.286	1	0.0553919
b0366	768	625.286	5	0.363331
b0367	828	685.286	0	0
b0368	852	709.286	13	0.832786
b0369	975	832.286	54	2.94803
b4580	2907	2764.29	23	0.378056
b0372	867	724.286	29.4	1.84437
b0373	300	157.286	3.6	1.03998
b0375	624	481.286	0	0
b0376	1158	1015.29	29	1.29784
b0377	1221	1078.29	17	0.716352
b0378	1095	952.286	53	2.52883
b0379	309	166.286	7	1.91273
b0380	213	72.4121	4	2.50992
b0381	1095	952.286	33	1.57456
b0382	261	118.298	35	13.4431
b0383	1416	1273.29	73	2.605
b0384	321	178.286	14	3.56798
b0385	1116	973.286	18	0.840317
b0386	810	667.286	34	2.31515
b0387	459	316.286	2	0.287317
b0388	525	382.286	47	5.58626
b0389	192	55.4133	9	7.37972
b0390	678	535.286	12	1.01861
b0391	285	142.286	21	6.70608
b0392	342	199.286	15	3.42
b0393	912	769.286	44	2.59882
b0394	909	766.286	37	2.19393
b0396	1185	1042.29	246	10.7241
b0397	3147	3004.29	20	0.302482
b0398	1203	1060.29	19	0.81422
b0399	690	547.286	88	7.306
b0400	1296	1153.29	82	3.23064
b0401	1320	1177.29	118	4.55419
b0402	1374	1231.29	126	4.64968
b0403	1815	1672.29	37	1.00532
b0404	582	439.286	12	1.24121
b0405	1071	928.286	84	4.11158
b0406	1128	985.286	120	5.53389
b0407	333	190.286	44	10.5065
b0408	1848	1705.29	138	3.677
b0409	972	829.286	315	17.2591
b0410	348	205.286	5	1.10668
b0411	885	742.286	152	9.3043
b0412	540	397.286	5	0.571845
b0413	450	307.286	34	5.02745
b0414	1104	961.286	76	3.5923
b0415	471	328.286	98	13.5639
b0416	420	277.286	112	18.3528
b0417	978	835.286	52	2.82865
b0418	519	376.286	64	7.72811
b0419	975	832.286	53	2.89344
b0420	1863	1720.29	162	4.27884
b0421	900	757.286	44	2.64
b0422	243	100.309	10	4.52972
b0423	1449	1306.29	136	4.73055
b0424	591	448.286	22	2.22987
b0425	912	769.286	21	1.24035
b0426	492	349.286	93	12.098
b0427	1365	1222.29	64	2.37913
b0428	891	748.286	706	42.8695
b0429	330	187.286	64	15.527
b0430	615	472.286	263	25.3024
b0431	1992	1849.29	1044	25.6512
b0432	948	805.286	427	24.0929
b0433	1476	1333.29	39	1.32908
b0434	579	436.286	31	3.22851
b0435	318	175.286	14	3.62904
b0436	1299	1156.29	639	25.11
b0437	624	481.286	106	10.0072
b0438	1275	1132.29	269	10.7946
b0439	2355	2212.29	388	7.96896
b0440	273	130.286	157	54.7537
b0441	1872	1729.29	180	4.72952
b0442	372	229.286	20	3.96336
b0443	399	256.286	10	1.77291
b0444	696	553.286	27	2.2173
b0445	1701	1558.29	15	0.437376
b0446	819	676.286	18	1.20935
b0447	459	316.286	16	2.29854
b0448	1773	1630.29	65	1.81159
b0449	1782	1639.29	74	2.05111
b0450	339	196.286	2	0.462969
b0451	1287	1144.29	24	0.952989
b0452	861	718.286	28	1.77122
b0453	573	430.286	32	3.37912
b0454	390	247.286	7	1.2862
b0455	114	12.7244	393	1403.35
b0456	354	211.286	28	6.02142
b0457	1551	1408.29	35	1.12925
b0458	471	328.286	34	4.70585
b0459	552	409.286	39	4.32961
b0460	219	77.6371	6	3.5115
b0461	375	232.286	19	3.71657
b0462	3150	3007.29	202	3.05202
b0463	1194	1051.29	112	4.8407
b0464	648	505.286	9	0.809313
b0465	3363	3220.29	187	2.63851
b0466	162	34.7119	7	9.16286
b0467	528	385.286	15	1.76897
b0468	378	235.286	3	0.579344
b0469	552	409.286	179	19.8718
b0470	1932	1789.29	337	8.55779
b0471	330	187.286	39	9.46174
b0472	606	463.286	118	11.573
b0473	1875	1732.29	50	1.31148
b0474	645	502.286	225	20.3537
b0475	963	820.286	26	1.44019
b0476	960	817.286	18	1.00071
b0477	1305	1162.29	92	3.59655
b0478	1677	1534.29	230	6.81134
b0479	1221	1078.29	10	0.421383
b0480	1653	1510.29	36	1.08307
b0481	480	337.286	21	2.829
b4585	84	11.9921	0	0
b0482	795	652.286	12	0.8359
b0483	342	199.286	3	0.684
b0484	2505	2362.29	70	1.34641
b0485	933	790.286	3	0.172484
b0486	1293	1150.29	20	0.790015
b0487	408	265.286	22	3.76808
b0488	459	316.286	67	9.62512
b0489	918	775.286	40	2.34428
b0490	678	535.286	4	0.339536
b0491	780	637.286	4	0.285192
b0492	855	712.286	59	3.76365
b0493	810	667.286	22	1.49804
b0494	627	484.286	11	1.03205
b0495	687	544.286	27	2.25397
b0496	2415	2272.29	54	1.0798
b0497	4281	4138.29	70.1718	0.770466
b0498	369	226.286	0	0
b0499	708	565.286	20	1.60758
b0501	491	348.286	0	0
b4632	93	11.2692	0	0
b0502	845	702.286	10	0.64699
b0503	1095	952.286	20	0.954276
b0504	927	784.286	2	0.115869
b0505	483	340.286	2	0.267053
b0506	816	673.286	61	4.11663
b0507	1782	1639.29	4	0.110871
b0508	777	634.286	2	0.14327
b0509	879	736.286	4	0.246845
b0511	1455	1312.29	2	0.0692489
b0512	1362	1219.29	4	0.149062
b0513	1302	1159.29	5	0.195971
b0514	1146	1003.29	21	0.951055
b0515	786	643.286	4	0.282532
b0516	1236	1093.29	4	0.166241
b0517	1050	907.286	6	0.300482
b0518	1668	1525.29	3	0.0893678
b4572	1260	1117.29	8	0.32534
b0520	816	673.286	7	0.4724
b0521	894	751.286	23	1.39102
b0522	1068	925.286	561	27.5485
b0523	510	367.286	169	20.9071
b0524	723	580.286	39	3.05375
b0525	495	352.286	46	5.93299
b0526	1386	1243.29	224	8.18631
b0527	522	379.286	26	3.11471
b0528	213	72.4121	38	23.8443
b0529	867	724.286	91	5.70877
b0530	543	400.286	2	0.227024
b0531	693	550.286	5	0.412851
b0532	2604	2461.29	38	0.701508
b0533	984	841.286	8	0.432074
b0534	516	373.286	3	0.365167
b0535	633	490.286	0	0
b0536	77	11.7429	5	19.3467
b0537	1164	1021.29	50	2.22451
b4633	222	80.2949	1	0.565878
b0539	279	136.286	6	2.00038
b4508	312	169.286	6	1.61043
b0542	306	163.286	3	0.834803
b0540	300	157.286	3.6	1.03998
b0541	867	724.286	29.4	1.84437
b0543	333	190.286	12	2.8654
b0544	1527	1384.29	1	0.0328235
b0545	552	409.286	2	0.222031
b0546	798	655.286	8	0.554716
b4588	102	11.3633	1	3.9986
b0547	456	313.286	7	1.01524
b0548	171	40.5032	0	0
b0549	291	148.286	1	0.306416
b0550	363	220.286	8	1.65012
b4509	141	22.9729	1	1.97786
b0551	384	241.286	0	0
b0552	1017	874.286	68.1792	3.54331
b0553	1098	955.286	41	1.95012
b0554	216	74.9842	5	3.02978
b0555	498	355.286	5	0.639445
b0556	462	319.286	75.7093	10.7741
b4510	183	48.7496	116.3	108.398
b0557	294	151.286	30	9.01019
b0558	411	268.286	0	0
b0559	207	67.3653	4	2.69796
b4589	195	57.7653	3	2.35975
b0560	546	403.286	9	1.01401
b4634	309	166.286	3	0.819742
b0561	438	295.286	4.30034	0.661716
b0562	1312	1169.29	8	0.310871
b0563	183	48.7496	0	0
b0564	750	607.286	0	0
b0565	954	811.286	82	4.59252
b4635	45	11.6667	0	0
b0566	762	619.286	3	0.220111
b0567	891	748.286	8	0.485773
b0568	2973	2830.29	46	0.73848
b0569	2238	2095.29	10	0.216854
b0570	1443	1300.29	11	0.384384
b0571	684	541.286	31	2.60223
b0572	1374	1231.29	12	0.442827
b0573	333	190.286	1	0.238784
b0574	1224	1081.29	10	0.420214
b0575	3144	3001.29	54	0.817519
b0576	1377	1234.29	156	5.74275
b0577	1248	1105.29	42	1.72658
b0578	654	511.286	41	3.64361
b0579	369	226.286	5	1.00398
b0580	249	106.309	6	2.56444
b0581	1119	976.286	13	0.605031
b4700	59	15.75	0	0
b4415	153	29.2819	1	1.55171
b0582	1113	970.286	64.3333	3.01264
b0583	621	478.286	3	0.285
b0584	2241	2098.29	24	0.519706
b0585	1203	1060.29	9	0.385683
b4511	219	77.6371	0	0
b0586	3882	3739.29	36	0.437447
b0587	1134	991.286	3	0.13751
b0588	816	673.286	5	0.337428
b0589	993	850.286	8	0.4275
b0590	1005	862.286	10	0.526939
b0591	1251	1108.29	10	0.409977
b0592	957	814.286	5	0.279
b0593	1176	1033.29	17	0.747549
b0594	1611	1468.29	14	0.43324
b0595	858	715.286	10	0.635231
b0596	747	604.286	10	0.751915
b0597	414	271.286	1	0.167488
b0598	2106	1963.29	59	1.36546
b4512	198	60.1422	5	3.77748
b0599	1089	946.286	45	2.16073
b0600	1161	1018.29	21	0.937046
b0601	630	487.286	5	0.466227
b0602	1221	1078.29	2	0.0842767
b0603	903	760.286	0	0
b0604	747	604.286	1	0.0751915
b0605	564	421.286	358	38.6116
b0606	1566	1423.29	126	4.02244
b0607	429	286.286	26	4.12653
b0608	1239	1096.29	23	0.953269
b0610	411	268.286	25	4.23403
b0611	807	664.286	21	1.4364
b0612	1464	1321.29	3	0.103166
b0613	879	736.286	5	0.308557
b0614	552	409.286	14	1.55422
b0615	1533	1390.29	3	0.0980457
b0616	909	766.286	1	0.0592953
b0617	297	154.286	3	0.883499
b0618	1059	916.286	1	0.0495884
b0619	1659	1516.29	27	0.809085
b0620	681	538.286	7	0.590876
b0621	1386	1243.29	17	0.621283
b0622	561	418.286	3	0.325881
b0623	210	69.8632	38	24.7142
b0624	384	241.286	5	0.941563
b4581	1577	1434.29	18	0.570227
b0627	204	64.9006	58	40.606
b0628	966	823.286	247	13.6319
b0629	954	811.286	8	0.448051
b0630	642	499.286	27	2.45712
b0631	264	121.298	6	2.24754
b0632	1212	1069.29	66	2.80454
b0633	1089	946.286	126	6.05006
b0634	1113	970.286	84	3.93361
b0635	1902	1759.29	195	5.03628
b0636	468	325.286	505	70.5403
b0637	318	175.286	170	44.067
b0638	612	469.286	24	2.32373
b0639	642	499.286	16	1.45607
b0640	1032	889.286	40	2.04376
b0641	582	439.286	117	12.1018
b0642	2583	2440.29	438	8.15539
b0643	483	340.286	2	0.267053
b0644	978	835.286	7	0.38078
b0645	708	565.286	3	0.241137
b0646	1428	1285.29	6	0.212111
b0647	555	412.286	1	0.110208
b0648	708	565.286	3	0.241137
b0649	1452	1309.29	14	0.485853
b0650	1671	1528.29	9	0.267577
b0651	936	793.286	13	0.744603
b0652	726	583.286	22	1.71377
b0653	675	532.286	16	1.3658
b0654	741	598.286	21	1.59486
b0655	909	766.286	12	0.711544
b0656	1017	874.286	68.1792	3.54331
b0657	1539	1396.29	127	4.13276
b0658	879	736.286	102	6.29455
b0659	468	325.286	18	2.51431
b0660	1041	898.286	49	2.47852
b0661	1425	1282.29	356	12.6147
b0662	1176	1033.29	84	3.69377
b0664	75	11.8621	115	440.503
b0665	75	11.8621	115	440.503
b0666	77	11.7429	126	487.538
b0668	75	11.8621	384.5	1472.81
b0670	75	11.8621	384.5	1472.81
b0672	85	11.4315	644	2559.73
b0673	77	11.7429	126	487.538
b0674	1665	1522.29	38	1.13422
b0675	753	610.286	78	5.80728
b0676	1221	1078.29	74	3.11824
b0677	1149	1006.29	22	0.993373
b0678	801	658.286	17	1.1734
b0679	1947	1804.29	76	1.9139
b0680	1665	1522.29	121	3.61161
b0681	1407	1264.29	26	0.934414
b0682	327	184.286	7	1.72591
b0683	447	304.286	68	10.154
b4637	87	11.0437	4	16.4572
b0684	531	388.286	92	10.7658
b0685	294	151.286	86	25.8292
b0686	765	622.286	25	1.82541
b0687	546	403.286	8	0.901339
b0688	1641	1498.29	160	4.85218
b0689	495	352.286	0	0
b0691	651	508.286	3	0.268179
b4636	150	27.6549	2	3.28602
b0692	1320	1177.29	15	0.578923
b0693	2199	2056.29	7	0.154677
b4590	258	115.298	0	0
b0694	678	535.286	13	1.10349
b0695	2685	2542.29	102	1.823
b0696	573	430.286	23	2.42875
b0697	2049	1906.29	8	0.190684
b0698	1674	1531.29	5	0.148363
b4513	90	11.4378	0	0
b0699	207	67.3653	4	2.69796
b0700	4194	4051.29	72.675	0.815086
b0702	327	184.286	0	0
b0703	1521	1378.29	13.1299	0.432847
b0704	570	427.286	0	0
b4514	240	97.3386	0.674434	0.314822
b0705	1137	994.286	0	0
b0706	762	619.286	0	0
b0707	510	367.286	2	0.247421
b0708	1419	1276.29	33	1.17484
b0709	1482	1339.29	12	0.407117
b0710	744	601.286	22	1.66247
b0711	657	514.286	26	2.2971
b0712	933	790.286	34	1.95482
b0713	735	592.286	44	3.37546
b0714	792	649.286	18	1.25964
b0715	1047	904.286	22	1.10542
b0716	1062	919.286	6	0.29656
b0717	729	586.286	3	0.2325
b0718	2448	2305.29	21	0.41391
b0719	567	424.286	0	0
b0720	1284	1141.29	142	5.65334
b0721	390	247.286	46	8.4522
b0722	348	205.286	31	6.86142
b0723	1767	1624.29	195	5.45486
b0724	717	574.286	89	7.04163
b0726	2802	2659.29	166	2.83631
b0727	1218	1075.29	135	5.70455
b0728	1167	1024.29	104	4.61342
b0729	870	727.286	104	6.4974
b0730	723	580.286	10	0.783013
b0731	1977	1834.29	5	0.123855
b0732	2634	2491.29	16	0.291815
b0733	1569	1426.29	149	4.74669
b0734	1140	997.286	104	4.73833
b4515	114	12.7244	3	10.7126
b0735	294	151.286	24	7.20815
b0736	405	262.286	37	6.40971
b0737	693	550.286	93	7.67902
b0738	429	286.286	24	3.8091
b0739	1266	1123.29	195	7.88779
b0740	1293	1150.29	285	11.2577
b0741	522	379.286	102	12.2193
b0742	792	649.286	84	5.87834
b0743	76	11.75	233.5	902.943
b0744	76	11.75	646.6	2500.4
b0745	76	11.75	233.5	902.943
b0746	76	11.75	646.6	2500.4
b0747	76	11.75	233.5	902.943
b0748	76	11.75	233.5	902.943
b0749	76	11.75	233.5	902.943
b0750	1044	901.286	60	3.02482
b0751	720	577.286	33	2.59737
b0752	942	799.286	18	1.02325
b0753	381	238.286	1	0.190683
b0754	1053	910.286	89	4.44246
b0755	753	610.286	49	3.64816
b0756	1041	898.286	113	5.71578
b0757	1149	1006.29	40	1.80613
b0758	1047	904.286	53	2.66306
b0759	1017	874.286	47	2.44262
b0760	1473	1330.29	31	1.05883
b0761	789	646.286	25	1.75763
b0762	150	27.6549	6	9.85805
b0763	774	631.286	21	1.51149
b0764	690	547.286	21	1.74348
b0765	1059	916.286	48	2.38024
b0766	819	676.286	26	1.74684
b0767	996	853.286	18	0.958494
b0768	954	811.286	5	0.280032
b0769	1053	910.286	6	0.299492
b0770	1434	1291.29	16	0.563001
b0771	2262	2119.29	38	0.814714
b0772	1284	1141.29	68	2.70723
b0773	477	334.286	32	4.34954
b0774	1290	1147.29	112	4.43565
b0775	1041	898.286	19	0.96106
