target_id	length	eff_length	est_counts	tpm
b0073	1092	943.897	59	2.01434
b0074	1572	1423.9	40	0.905289
b0075	87	9.93056	2	6.49026
b0076	945	796.897	2	0.0808786
b0077	1725	1576.9	95	1.94145
b0078	492	343.937	21	1.96764
b0080	1005	856.897	76	2.85819
b0081	459	310.937	47	4.87114
b0082	942	793.897	84	3.40974
b0083	366	217.937	21	3.10523
b0084	1767	1618.9	108	2.14986
b0085	1488	1339.9	171	4.11273
b0086	1359	1210.9	120	3.19359
b0087	1083	934.897	57	1.96479
b0088	1317	1168.9	117	3.22564
b0089	1245	1096.9	70	2.05654
b0090	1068	919.897	64	2.24206
b0091	1476	1327.9	112	2.71806
b0092	921	772.897	90	3.75255
b0093	831	682.897	94	4.43587
b0094	1263	1114.9	164	4.7404
b0095	1152	1003.9	591	18.9716
b0096	918	769.897	613	25.6586
b0097	513	364.937	74	6.5346
b0098	2706	2557.9	400	5.03944
b0099	390	241.937	15	1.99799
b0101	198	55.5012	24	13.9352
b0102	744	595.897	41	2.21727
b0103	621	472.897	35	2.3851
b0104	1044	895.897	611	21.978
b0106	1203	1054.9	9	0.27494
b0107	1386	1237.9	2	0.0520656
b0108	441	292.937	2	0.220019
b0109	894	745.897	44	1.90099
b0110	552	403.937	22	1.75515
b0111	855	706.897	17	0.774995
b0112	1374	1225.9	30	0.78863
b0113	765	616.897	115	6.00746
b0114	2664	2515.9	2188	28.0259
b0115	1893	1744.9	1554	28.7003
b0116	1425	1276.9	3111	78.5145
b0117	1854	1705.9	2	0.0377818
b0118	2598	2449.9	4776	62.8235
b0119	363	214.937	45	6.74693
b0120	795	646.897	167	8.31931
b0121	867	718.897	201	9.01022
b0122	348	199.937	3	0.483541
b0123	1551	1402.9	85	1.95254
b0124	2391	2242.9	58	0.833344
b0125	537	388.937	79	6.54565
b0126	663	514.897	331	20.7164
b0127	927	778.897	36	1.48946
b0128	771	622.897	16	0.82777
b0129	441	292.937	5	0.550048
b0130	1230	1081.9	6	0.178719
b0131	381	232.937	109	15.0797
b0132	903	754.897	13	0.55496
b0133	852	703.897	179	8.19502
b0134	795	646.897	198	9.86361
b0135	1239	1090.9	1	0.0295408
b0136	597	448.897	0	0
b0137	606	457.897	0	0
b0138	570	421.897	0	0
b0139	2598	2449.9	0	0
b0140	741	592.897	0	0
b0141	585	436.897	0	0
b0142	480	331.937	26	2.52419
b0143	1398	1249.9	326	8.40522
b0144	927	778.897	16	0.661981
b0145	456	307.937	364	38.093
b0146	705	556.897	42	2.43041
b0147	531	382.937	18	1.51478
b0148	2430	2281.9	89	1.2569
b0149	2535	2386.9	124	1.67415
b0150	2244	2095.9	142	2.18335
b0151	798	649.897	24	1.19007
b0152	891	742.897	12	0.520545
b0153	1983	1834.9	31	0.544447
b0154	1281	1132.9	259	7.36742
b0155	1422	1273.9	44	1.11307
b0156	345	196.937	137	22.4181
b0157	624	475.897	21	1.42204
b0158	801	652.897	15	0.740376
b0159	699	550.897	146	8.5406
b0160	1518	1369.9	24	0.564585
b0161	1425	1276.9	168	4.23994
b0162	1158	1009.9	14	0.446742
b0163	387	238.937	26	3.50667
b0164	813	664.897	4	0.19387
b0166	825	676.897	269	12.8067
b0167	2673	2524.9	121	1.54436
b0168	795	646.897	205	10.2123
b4414	136	17.8258	357	645.392
b0169	726	577.897	2379	132.663
b0170	852	703.897	1392	63.7288
b0171	726	577.897	577	32.1759
b0172	558	409.897	730	57.3924
b0173	1197	1048.9	63	1.93559
b0174	762	613.897	113	5.93183
b0175	858	709.897	92	4.17636
b0176	1353	1204.9	240	6.419
b0177	2433	2284.9	699	9.85862
b0178	486	337.937	336	32.0412
b0179	1026	877.897	441	16.1883
b0180	456	307.937	205	21.4534
b0181	789	640.897	267	13.4255
b0182	1149	1000.9	125	4.02463
b0183	597	448.897	54	3.87662
b0184	3483	3334.9	267	2.58009
b0185	960	811.897	315	12.503
b0186	2142	1993.9	28	0.452544
b0187	390	241.937	12	1.59839
b0188	1299	1150.9	75	2.10005
b0189	255	106.951	16	4.82104
b4406	201	57.8379	31	17.2725
b0190	546	397.937	29	2.34849
b0191	423	274.937	15	1.75818
b0192	711	562.897	20	1.145
b0193	825	676.897	1	0.0476084
b0194	1719	1570.9	991	20.3297
b0195	708	559.897	30	1.72671
b0196	405	256.937	68	8.52879
b0197	816	667.897	140	6.75499
b0198	654	505.897	33	2.10212
b0199	1032	883.897	49	1.78649
b0200	576	427.897	55	4.14218
b0201	1542	1393.9	2.16874e+06	50139.7
b0202	77	9.15385	48	168.983
b0203	76	8.83333	10.6667	38.9144
b0204	2904	2755.9	2.91044e+06	34033.1
b0205	120	12.0609	22917.1	61232.9
b0206	77	9.15385	87.3333	307.455
b0207	804	655.897	15	0.73699
b0208	915	766.897	5	0.210106
b0209	801	652.897	31	1.53011
b0210	624	475.897	8	0.54173
b0211	1359	1210.9	368	9.79369
b0212	756	607.897	10	0.530122
b0213	723	574.897	17	0.952938
b0214	468	319.937	21	2.11524
b0215	732	583.897	43	2.37322
b0216	77	9.15385	87.3333	307.455
b0217	786	637.897	1	0.0505191
b4586	480	331.937	0	0
b0218	357	208.937	0	0
b4503	273	124.951	0.855372	0.220608
b0219	771	622.897	18	0.931241
b0220	474	325.937	98	9.68942
b0221	2445	2296.9	62	0.869873
b0222	579	430.897	171	12.7888
b0223	768	619.897	68	3.53505
b0224	741	592.897	41	2.22849
b0225	279	130.951	2	0.492183
b0226	261	112.951	14	3.99433
b0227	750	601.897	1	0.0535407
b0228	498	349.937	3	0.276272
b0229	1713	1564.9	4	0.0823721
b0230	756	607.897	2	0.106024
b0231	1056	907.897	18	0.638913
b0232	294	145.937	0	0
b0233	399	250.937	1	0.128422
b0234	453	304.937	0	0
b0235	207	62.5451	0	0
b0236	501	352.937	2	0.182616
b0237	1458	1309.9	373	9.17651
b0238	459	310.937	192	19.8991
b0239	1245	1096.9	81	2.37972
b0240	402	253.937	230	29.1882
b0241	1056	907.897	0	0
b0242	1104	955.897	113	3.80955
b0243	1254	1105.9	98	2.85573
b0244	76	8.83333	0	0
b4626	63	9	0	0
b0245	342	193.937	4	0.664667
b0246	318	169.937	2	0.379268
b4504	222	75.142	1	0.428867
b0247	477	328.937	3	0.29391
b0248	459	310.937	10	1.03641
b0249	240	92.0082	4	1.401
b0250	468	319.937	10	1.00726
b0251	444	295.937	0	0
b4627	222	75.142	3	1.2866
b4628	192	50.9838	0.594492	0.375768
b0252	822	673.897	5	0.239102
b0253	864	715.897	3	0.135044
b0254	894	745.897	4	0.172817
b4587	684	535.897	14	0.841885
b0256	1152	1003.9	6.65828	0.213736
b4690	75	12.5333	2	5.14244
b0258	1108	959.897	16	0.537157
b0259	1017	868.897	172.724	6.40607
b0260	1404	1255.9	2	0.0513194
b0261	933	784.897	17	0.697979
b0262	1047	898.897	2	0.0717011
b0263	348	199.937	1	0.16118
b0264	504	355.937	3.30721	0.299429
b0265	276	127.951	0.00868828	0.00218824
b4708	174	38.5816	0.706567	0.590172
b4505	249	100.961	3	0.957571
b0266	309	160.937	2	0.400478
b0267	1155	1006.9	1	0.0320052
b0268	909	760.897	16	0.677641
b0269	1968	1819.9	37	0.65518
b0270	1383	1234.9	9	0.234865
b0271	1611	1462.9	15	0.330433
b0272	759	610.897	35	1.84632
b0273	1005	856.897	24	0.902586
b4688	205	60.933	0	0
b0274	504	355.937	3.30721	0.299429
b0275	276	127.951	0.00868828	0.00218824
b0276	828	679.897	2	0.0947966
b0277	627	478.897	1	0.0672921
b0278	699	550.897	0	0
b0279	855	706.897	0	0
b0280	441	292.937	7	0.770068
b0281	1401	1252.9	17	0.43726
b4629	49	7	0	0
b4694	339	190.937	0	0
b4695	78	9.5	0	0
b0283	957	808.897	5	0.199197
b0284	2199	2050.9	4	0.0628524
b0285	957	808.897	0	0
b0286	690	541.897	0	0
b0287	615	466.897	27	1.86358
b0288	330	181.937	5	0.885633
b0289	711	562.897	7	0.400751
b0290	1644	1495.9	11	0.236972
b0291	2526	2377.9	16	0.216837
b0292	669	520.897	1	0.0618663
b0293	588	439.897	4	0.293032
b0294	591	442.897	0	0
b0295	228	80.5868	0	0
b4506	141	19.9766	0	0
b0296	264	115.951	0	0
b4671	102	9.65274	0	0
b4630	90	10.3191	0	0
b0297	872	723.897	0	0
b0298	300	151.937	2.6	0.55146
b0299	867	718.897	9.2	0.412408
b0300	684	535.897	3	0.180404
b4631	129	15.0786	0	0
b0301	594	445.897	0	0
b0303	237	89.0714	0	0
b0304	1326	1177.9	3	0.0820767
b0305	855	706.897	3	0.136764
b0306	720	571.897	1	0.0563492
b0307	1428	1279.9	14	0.3525
b0308	696	547.897	6	0.352905
b0310	669	520.897	0	0
b0311	1671	1522.9	18	0.380897
b0312	1473	1324.9	44	1.07023
b0313	588	439.897	25	1.83145
b0314	2034	1885.9	25	0.427197
b0315	1089	940.897	6	0.205501
b0316	933	784.897	4	0.16423
b0317	498	349.937	0	0
b0318	606	457.897	1	0.0703782
b0319	864	715.897	0	0
b0320	1548	1399.9	2	0.0460405
b0321	1419	1270.9	5	0.126784
b0323	951	802.897	1	0.0401371
b0324	1383	1234.9	32	0.835074
b0325	1050	901.897	114	4.07337
b0326	816	667.897	0	0
b0327	246	97.9615	0	0
b0328	672	523.897	2	0.123024
b0329	276	127.951	8	2.01489
b0330	1587	1438.9	7	0.156774
b0331	891	742.897	2	0.0867575
b0333	1170	1021.9	2	0.0630708
b0334	1452	1303.9	4	0.0988604
b0335	1887	1738.9	7	0.129727
b0336	1260	1111.9	958	27.7656
b0337	1284	1135.9	1234	35.0092
b0338	900	751.897	14	0.600034
b0339	660	511.897	3	0.188862
b0340	471	322.937	3	0.29937
b0341	1155	1006.9	3	0.0960156
b0342	612	463.897	0	0
b0343	1254	1105.9	1	0.0291401
b0344	3075	2926.9	11	0.121113
b0345	1083	934.897	44	1.51668
b0346	834	685.897	55	2.5841
b0347	1665	1516.9	3	0.063734
b0348	945	796.897	3	0.121318
b0349	867	718.897	6	0.268962
b0350	810	661.897	2	0.0973745
b0351	951	802.897	5	0.200686
b0352	1014	865.897	5	0.186084
b0353	1212	1063.9	3	0.0908715
b0354	540	391.937	23	1.89111
b0355	834	685.897	30	1.40951
b0356	1110	961.897	104	3.48426
b0357	276	127.951	20	5.03723
b0358	774	625.897	1	0.0514876
b0360	366	217.937	6	0.887207
b0361	906	757.897	7.70989	0.327827
b4579	699	550.897	1	0.0584973
b0363	1197	1048.9	3	0.092171
b0364	558	409.897	0	0
b0365	963	814.897	2	0.0790921
b0366	768	619.897	1	0.051986
b0367	828	679.897	1	0.0473983
b0368	852	703.897	0	0
b0369	975	826.897	140	5.4561
b4580	2907	2758.9	12	0.140169
b0372	867	718.897	9.2	0.412408
b0373	300	151.937	2.6	0.55146
b0375	624	475.897	0	0
b0376	1158	1009.9	47	1.49978
b0377	1221	1072.9	10	0.300364
b0378	1095	946.897	15	0.510498
b0379	309	160.937	3	0.600717
b0380	213	67.5067	9	4.29636
b0381	1095	946.897	93	3.16509
b0382	261	112.951	23	6.56211
b0383	1416	1267.9	46	1.16918
b0384	321	172.937	5	0.931723
b0385	1116	967.897	3	0.0998845
b0386	810	661.897	79	3.84629
b0387	459	310.937	8	0.82913
b0388	525	376.937	24	2.05186
b0389	192	50.9838	10	6.32082
b0390	678	529.897	12	0.729786
b0391	285	136.937	16	3.76533
b0392	342	193.937	2	0.332334
b0393	912	763.897	93	3.92332
b0394	909	760.897	49	2.07528
b0396	1185	1036.9	188	5.84289
b0397	3147	2998.9	60	0.644756
b0398	1203	1054.9	27	0.824821
b0399	690	541.897	32	1.903
b0400	1296	1147.9	36	1.01066
b0401	1320	1171.9	112	3.07988
b0402	1374	1225.9	48	1.26181
b0403	1815	1666.9	22	0.425324
b0404	582	433.897	9	0.668439
b0405	1071	922.897	35	1.22214
b0406	1128	979.897	232	7.6298
b0407	333	184.937	216	37.6387
b0408	1848	1699.9	417	7.90532
b0409	972	823.897	133	5.20217
b0410	348	199.937	28	4.51305
b0411	885	736.897	293	12.8135
b0412	540	391.937	1	0.0822222
b0413	450	301.937	58	6.19037
b0414	1104	955.897	141	4.7535
b0415	471	322.937	257	25.646
b0416	420	271.937	218	25.8341
b0417	978	829.897	84	3.26183
b0418	519	370.937	39	3.3882
b0419	975	826.897	78	3.03983
b0420	1863	1714.9	207	3.8899
b0421	900	751.897	102	4.37167
b0422	243	94.9615	66	22.3976
b0423	1449	1300.9	144	3.56718
b0424	591	442.897	42	3.05599
b0425	912	763.897	25	1.05466
b0426	492	343.937	204	19.1142
b0427	1365	1216.9	30	0.794462
b0428	891	742.897	1526	66.196
b0429	330	181.937	339	60.0459
b0430	615	466.897	956	65.9846
b0431	1992	1843.9	3902	68.1956
b0432	948	799.897	1883	75.8616
b0433	1476	1327.9	144	3.49465
b0434	579	430.897	220	16.4534
b0435	318	169.937	32	6.0683
b0436	1299	1150.9	1938	54.2654
b0437	624	475.897	250	16.9291
b0438	1275	1126.9	403	11.5246
b0439	2355	2206.9	721	10.5283
b0440	273	124.951	689	177.699
b0441	1872	1723.9	303	5.66418
b0442	372	223.937	3	0.431718
b0443	399	250.937	3	0.385267
b0444	696	547.897	34	1.9998
b0445	1701	1552.9	7	0.145265
b0446	819	670.897	12	0.57641
b0447	459	310.937	7	0.725489
b0448	1773	1624.9	15	0.297489
b0449	1782	1633.9	22	0.433914
b0450	339	190.937	5	0.843888
b0451	1287	1138.9	22	0.622507
b0452	861	712.897	34	1.53694
b0453	573	424.897	84	6.37091
b0454	390	241.937	13	1.73159
b0455	114	10.661	381	1151.69
b0456	354	205.937	1	0.156484
b0457	1551	1402.9	7	0.160797
b0458	471	322.937	28	2.79412
b0459	552	403.937	9	0.718016
b0460	219	72.5594	5	2.22066
b0461	375	226.937	7	0.994026
b0462	3150	3001.9	519.988	5.58218
b0463	1194	1045.9	207	6.37804
b0464	648	499.897	16	1.03144
b0465	3363	3214.9	99	0.992371
b0466	162	31.1216	4	4.14194
b0467	528	379.937	33	2.79903
b0468	378	229.937	17	2.38257
b0469	552	403.937	159	12.6849
b0470	1932	1783.9	154	2.782
b0471	330	181.937	213	37.728
b0472	606	457.897	267	18.791
b0473	1875	1726.9	721	13.4547
b0474	645	496.897	534	34.6323
b0475	963	814.897	26	1.0282
b0476	960	811.897	4	0.158769
b0477	1305	1156.9	74	2.06131
b0478	1677	1528.9	96	2.02348
b0479	1221	1072.9	21	0.630764
b0480	1653	1504.9	161	3.44766
b0481	480	331.937	20	1.94169
b4585	84	9.45455	0	0
b0482	795	646.897	13	0.647611
b0483	342	193.937	3	0.4985
b0484	2505	2356.9	77	1.05282
b0485	933	784.897	29	1.19067
b0486	1293	1144.9	35	0.985161
b0487	408	259.937	33	4.0912
b0488	459	310.937	27	2.79831
b0489	918	769.897	25	1.04644
b0490	678	529.897	4	0.243262
b0491	780	631.897	15	0.764981
b0492	855	706.897	194	8.84406
b0493	810	661.897	37	1.80143
b0494	627	478.897	12	0.807505
b0495	687	538.897	18	1.0764
b0496	2415	2266.9	25	0.355397
b0497	4281	4132.9	11.0936	0.0865014
b0498	369	220.937	0	0
b0499	708	559.897	1	0.057557
b0501	491	342.937	0	0
b4632	93	9.37063	0	0
b0502	845	696.897	1	0.0462421
b0503	1095	946.897	25	0.850831
b0504	927	778.897	1	0.0413738
b0505	483	334.937	4	0.384859
b0506	816	667.897	108	5.21099
b0507	1782	1633.9	0	0
b0508	777	628.897	0	0
b0509	879	730.897	1	0.044091
b0511	1455	1306.9	0	0
b0512	1362	1213.9	2	0.053095
b0513	1302	1153.9	1	0.0279279
b0514	1146	997.897	21	0.678171
b0515	786	637.897	6	0.303114
b0516	1236	1087.9	5	0.148111
b0517	1050	901.897	4	0.142925
b0518	1668	1519.9	1	0.0212027
b4572	1260	1111.9	3	0.0869486
b0520	816	667.897	3	0.14475
b0521	894	745.897	4	0.172817
b0522	1068	919.897	287	10.0542
b0523	510	361.937	173	15.4035
b0524	723	574.897	62	3.47542
b0525	495	346.937	265	24.615
b0526	1386	1237.9	225	5.85739
b0527	522	373.937	3	0.25854
b0528	213	67.5067	24	11.457
b0529	867	718.897	243	10.8929
b0530	543	394.937	0	0
b0531	693	544.897	1	0.0591414
b0532	2604	2455.9	1	0.0131219
b0533	984	835.897	0	0
b0534	516	367.937	1	0.0875854
b0535	633	484.897	0	0
b0536	77	9.15385	0	0
b0537	1164	1015.9	12	0.38066
b4633	222	75.142	0	0
b0539	279	130.951	3	0.738275
b4508	312	163.937	2	0.393149
b0542	306	157.937	11	2.24447
b0540	300	151.937	2.6	0.55146
b0541	867	718.897	9.2	0.412408
b0543	333	184.937	5	0.871266
b0544	1527	1378.9	0	0
b0545	552	403.937	0	0
b0546	798	649.897	3	0.148759
b4588	102	9.65274	0	0
b0547	456	307.937	1	0.104651
b0548	171	36.6498	0	0
b0549	291	142.937	0	0
b0550	363	214.937	0	0
b4509	141	19.9766	0	0
b0551	384	235.937	0	0
b0552	1017	868.897	172.724	6.40607
b0553	1098	949.897	842	28.5655
b0554	216	69.9872	0	0
b0555	498	349.937	3	0.276272
b0556	462	313.937	24.4653	2.51139
b4510	183	44.4668	14.8996	10.7981
b0557	294	145.937	207	45.7098
b0558	411	262.937	0	0
b0559	207	62.5451	0	0
b4589	195	53.3401	0	0
b0560	546	397.937	2.4134	0.195443
b4634	309	160.937	1	0.200239
b0561	438	289.937	1	0.111148
b0562	1312	1163.9	0	0
b0563	183	44.4668	1	0.72472
b0564	750	601.897	0	0
b0565	954	805.897	828	33.1098
b4635	45	3	0	0
b0566	762	613.897	0	0
b0567	891	742.897	9	0.390409
b0568	2973	2824.9	38	0.433498
b0569	2238	2089.9	9	0.138779
b0570	1443	1294.9	11	0.273756
b0571	684	535.897	18	1.08242
b0572	1374	1225.9	1	0.0262877
b0573	333	184.937	2	0.348507
b0574	1224	1075.9	3	0.0898579
b0575	3144	2995.9	5	0.0537835
b0576	1377	1228.9	39	1.02272
b0577	1248	1099.9	24	0.703178
b0578	654	505.897	125	7.96258
b0579	369	220.937	5	0.7293
b0580	249	100.961	3	0.957571
b0581	1119	970.897	11	0.365111
b4700	59	11.6667	0	0
b4415	153	26.0541	0	0
b0582	1113	964.897	54.3333	1.81464
b0583	621	472.897	3	0.204438
b0584	2241	2092.9	44	0.677502
b0585	1203	1054.9	16	0.488783
b4511	219	72.5594	0	0
b0586	3882	3733.9	49	0.422902
b0587	1134	985.897	1	0.0326869
b0588	816	667.897	12	0.578999
b0589	993	844.897	14	0.533986
b0590	1005	856.897	7	0.263254
b0591	1251	1102.9	19	0.555168
b0592	957	808.897	15	0.597591
b0593	1176	1027.9	34	1.06595
b0594	1611	1462.9	41	0.903183
b0595	858	709.897	29	1.31646
b0596	747	598.897	29	1.56046
b0597	414	265.937	13	1.57532
b0598	2106	1957.9	473	7.78533
b4512	198	55.5012	17	9.8708
b0599	1089	940.897	31	1.06176
b0600	1161	1012.9	12	0.381788
b0601	630	481.897	2	0.133746
b0602	1221	1072.9	2	0.0600728
b0603	903	754.897	0	0
b0604	747	598.897	7	0.376662
b0605	564	415.897	2633	204.019
b0606	1566	1417.9	385	8.75028
b0607	429	280.937	43	4.93247
b0608	1239	1090.9	6	0.177245
b0610	411	262.937	88	10.7854
b0611	807	658.897	44	2.15199
b0612	1464	1315.9	1	0.0244897
b0613	879	730.897	1	0.044091
b0614	552	403.937	0	0
b0615	1533	1384.9	1	0.0232696
b0616	909	760.897	0	0
b0617	297	148.937	0	0
b0618	1059	910.897	0	0
b0619	1659	1510.9	19	0.405251
b0620	681	532.897	6	0.362839
b0621	1386	1237.9	3	0.0780985
b0622	561	412.897	1	0.0780484
b0623	210	64.9364	446	221.336
b0624	384	235.937	6	0.819521
b4581	1577	1428.9	19	0.428508
b0627	204	60.1814	41	21.9547
b0628	966	817.897	251	9.88965
b0629	954	805.897	4	0.159951
b0630	642	493.897	51	3.32767
b0631	264	115.951	45	12.5067
b0632	1212	1063.9	206	6.23984
b0633	1089	940.897	180	6.16504
b0634	1113	964.897	48	1.60312
b0635	1902	1753.9	93	1.70877
b0636	468	319.937	69	6.95008
b0637	318	169.937	55	10.4299
b0638	612	463.897	11	0.764147
b0639	642	493.897	27	1.76171
b0640	1032	883.897	60	2.18754
b0641	582	433.897	172	12.7746
b0642	2583	2434.9	867	11.4748
b0643	483	334.937	40	3.84859
b0644	978	829.897	2	0.0776625
b0645	708	559.897	0	0
b0646	1428	1279.9	1	0.0251786
b0647	555	406.937	0	0
b0648	708	559.897	0	0
b0649	1452	1303.9	3	0.0741453
b0650	1671	1522.9	3	0.0634829
b0651	936	787.897	77	3.14939
b0652	726	577.897	34	1.89598
b0653	675	526.897	22	1.34556
b0654	741	592.897	12	0.652241
b0655	909	760.897	94	3.98114
b0656	1017	868.897	172.724	6.40607
b0657	1539	1390.9	107	2.4791
b0658	879	730.897	224	9.87638
b0659	468	319.937	68	6.84935
b0660	1041	892.897	180	6.49646
b0661	1425	1276.9	256	6.46085
b0662	1176	1027.9	102	3.19784
b0664	75	12.5333	35.5	91.2783
b0665	75	12.5333	35.5	91.2783
b0666	77	9.15385	67.5	237.633
b0668	75	12.5333	102.5	263.55
b0670	75	12.5333	102.5	263.55
b0672	85	10.1228	243	773.59
b0673	77	9.15385	67.5	237.633
b0674	1665	1516.9	113	2.40065
b0675	753	604.897	92	4.90131
b0676	1221	1072.9	62	1.86226
b0677	1149	1000.9	74	2.38258
b0678	801	652.897	78	3.84996
b0679	1947	1798.9	337	6.03711
b0680	1665	1516.9	608	12.9168
b0681	1407	1258.9	1	0.0255986
b0682	327	178.937	0	0
b0683	447	298.937	112	12.0738
b4637	87	9.93056	7	22.7159
b0684	531	382.937	150	12.6232
b0685	294	145.937	28	6.18297
b0686	765	616.897	36	1.8806
b0687	546	397.937	59	4.77796
b0688	1641	1492.9	364	7.85737
b0689	495	346.937	1	0.0928869
b0691	651	502.897	0	0
b4636	150	24.4254	0	0
b0692	1320	1171.9	6	0.164994
b0693	2199	2050.9	2	0.0314262
b4590	258	109.951	0	0
b0694	678	529.897	8	0.486524
b0695	2685	2536.9	62	0.78758
b0696	573	424.897	11	0.834286
b0697	2049	1900.9	4	0.0678121
b0698	1674	1525.9	0	0
b4513	90	10.3191	0	0
b0699	207	62.5451	8	4.12195
b0700	4194	4045.9	11.4776	0.0914202
b0702	327	178.937	0	0
b0703	1521	1372.9	1.37114	0.0321847
b0704	570	421.897	0	0
b4514	240	92.0082	0	0
b0705	1137	988.897	0	0
b0706	762	613.897	0	0
b0707	510	361.937	8	0.712299
b0708	1419	1270.9	13	0.329639
b0709	1482	1333.9	3	0.0724778
b0710	744	595.897	70	3.78558
b0711	657	508.897	90	5.69926
b0712	933	784.897	64	2.62768
b0713	735	586.897	46	2.52582
b0714	792	643.897	8	0.400387
b0715	1047	898.897	8	0.286804
b0716	1062	913.897	1	0.0352621
b0717	729	580.897	0	0
b0718	2448	2299.9	2	0.0280238
b0719	567	418.897	0	0
b0720	1284	1135.9	1639	46.4992
b0721	390	241.937	551	73.3929
b0722	348	199.937	399	64.3109
b0723	1767	1618.9	2903	57.7875
b0724	717	568.897	980	55.5135
b0726	2802	2653.9	4437	53.878
b0727	1218	1069.9	2936	88.4341
b0728	1167	1018.9	3469	109.718
b0729	870	721.897	2533	113.075
b0730	723	574.897	7	0.392386
b0731	1977	1828.9	1	0.0176204
b0732	2634	2485.9	15	0.194453
b0733	1569	1420.9	362	8.21016
b0734	1140	991.897	342	11.1113
b4515	114	10.661	7	21.1596
b0735	294	145.937	49	10.8202
b0736	405	256.937	28	3.51185
b0737	693	544.897	73	4.31732
b0738	429	280.937	36	4.12951
b0739	1266	1117.9	98	2.82508
b0740	1293	1144.9	715	20.1254
b0741	522	373.937	1135	97.8144
b0742	792	643.897	435	21.771
b0743	76	8.83333	73.1667	266.928
b0744	76	8.83333	315.2	1149.92
b0745	76	8.83333	73.1667	266.928
b0746	76	8.83333	315.2	1149.92
b0747	76	8.83333	73.1667	266.928
b0748	76	8.83333	73.1667	266.928
b0749	76	8.83333	73.1667	266.928
b0750	1044	895.897	260	9.35236
b0751	720	571.897	99	5.57858
b0752	942	793.897	13	0.527698
b0753	381	232.937	14	1.93684
b0754	1053	904.897	182	6.48154
b0755	753	604.897	504	26.8507
b0756	1041	892.897	937	33.8177
b0757	1149	1000.9	746	24.019
b0758	1047	898.897	711	25.4897
b0759	1017	868.897	741	27.4825
b0760	1473	1324.9	30	0.729701
b0761	789	640.897	24	1.20678
b0762	150	24.4254	18	23.7485
b0763	774	625.897	39	2.00802
b0764	690	541.897	14	0.832563
b0765	1059	910.897	19	0.672187
b0766	819	670.897	65	3.12222
b0767	996	847.897	171	6.49918
b0768	954	805.897	3	0.119963
b0769	1053	904.897	0	0
b0770	1434	1285.9	1	0.0250611
b0771	2262	2113.9	6	0.0914688
b0772	1284	1135.9	220	6.24151
b0773	477	328.937	59	5.78022
b0774	1290	1141.9	165	4.65653
b0775	1041	892.897	179	6.46037
b0776	1155	1006.9	115	3.6806
b0777	756	607.897	64	3.39278
b0778	678	529.897	47	2.85833
b0779	2022	1873.9	96	1.65094
