target_id	length	eff_length	est_counts	tpm
b0099	390	247.852	4	0.676729
b0101	198	60.5867	17	11.7658
b0102	744	601.852	55	3.83196
b0103	621	478.852	32	2.80218
b0104	1044	901.852	532	24.7357
b0106	1203	1060.85	4	0.158108
b0107	1386	1243.85	2	0.0674231
b0108	441	298.852	0	0
b0109	894	751.852	50	2.78859
b0110	552	409.852	15	1.53466
b0111	855	712.852	19	1.11764
b0112	1374	1231.85	52	1.77008
b0113	765	622.852	135	9.08859
b0114	2664	2521.85	3573	59.4102
b0115	1893	1750.85	2556	61.2152
b0116	1425	1282.85	2550	83.3511
b0117	1854	1711.85	5	0.122476
b0118	2598	2455.85	2484	42.4128
b0119	363	220.852	42	7.97434
b0120	795	652.852	143	9.18478
b0121	867	724.852	216	12.4955
b0122	348	205.852	5	1.0185
b0123	1551	1408.85	32	0.952428
b0124	2391	2248.85	180	3.35629
b0125	537	394.852	94	9.98253
b0126	663	520.852	307	24.7156
b0127	927	784.852	36	1.92337
b0128	771	628.852	13	0.866847
b0129	441	298.852	4	0.561243
b0130	1230	1087.85	9	0.346913
b0131	381	238.852	165	28.9669
b0132	903	760.852	8	0.440897
b0133	852	709.852	196	11.5781
b0134	795	652.852	175	11.2401
b0135	1239	1096.85	0	0
b0136	597	454.852	0	0
b0137	606	463.852	1	0.0903999
b0138	570	427.852	0	0
b0139	2598	2455.85	1	0.0170744
b0140	741	598.852	0	0
b0141	585	442.852	0	0
b0142	480	337.852	12	1.48937
b0143	1398	1255.85	322	10.7514
b0144	927	784.852	15	0.801403
b0145	456	313.852	274	36.6077
b0146	705	562.852	42	3.12898
b0147	531	388.852	14	1.5097
b0148	2430	2287.85	73	1.33796
b0149	2535	2392.85	133	2.33068
b0150	2244	2101.85	566	11.2918
b0151	798	655.852	82	5.24271
b0152	891	748.852	48	2.68777
b0153	1983	1840.85	113	2.57399
b0154	1281	1138.85	242	8.91037
b0155	1422	1279.85	41	1.3433
b0156	345	202.852	86	17.7773
b0157	624	481.852	15	1.30534
b0158	801	658.852	19	1.20924
b0159	699	556.852	94	7.07841
b0160	1518	1375.85	20	0.609545
b0161	1425	1282.85	169	5.52405
b0162	1158	1015.85	7	0.288945
b0163	387	244.852	13	2.22632
b0164	813	670.852	7	0.437541
b0166	825	682.852	302	18.545
b0167	2673	2530.85	144	2.38585
b0168	795	652.852	249	15.9931
b4414	136	19.0004	316	697.384
b0169	726	583.852	2214	159.009
b0170	852	709.852	1274	75.2574
b0171	726	583.852	398	28.5843
b0172	558	415.852	536	54.0472
b0173	1197	1054.85	61	2.42486
b0174	762	619.852	98	6.62957
b0175	858	715.852	94	5.5062
b0176	1353	1210.85	253	8.76147
b0177	2433	2290.85	759	13.8929
b0178	486	343.852	330	40.2429
b0179	1026	883.852	501	23.7687
b0180	456	313.852	176	23.5145
b0181	789	646.852	269	17.4379
b0182	1149	1006.85	106	4.41456
b0183	597	454.852	40	3.68754
b0184	3483	3340.85	266	3.33866
b0185	960	817.852	336	17.2271
b0186	2142	1999.85	18	0.377418
b0187	390	247.852	7	1.18428
b0188	1299	1156.85	77	2.791
b0189	255	112.866	14	5.20132
b4406	201	63.1038	10	6.64496
b0190	546	403.852	25	2.59576
b0191	423	280.852	7	1.04512
b0192	711	568.852	18	1.32685
b0193	825	682.852	3	0.184222
b0194	1719	1576.85	770	20.4761
b0195	708	565.852	38	2.81597
b0196	405	262.852	62	9.89071
b0197	816	673.852	172	10.7031
b0198	654	511.852	47	3.85036
b0199	1032	889.852	67	3.15722
b0200	576	433.852	39	3.76938
b0201	1542	1399.85	1.67015e+06	50028.8
b0202	77	13.1273	42.3333	135.225
b0203	76	13.6122	9.33333	28.7511
b0204	2904	2761.85	2.2811e+06	34633.1
b0205	120	13.076	17861.1	57277.4
b0206	77	13.1273	71	226.794
b0207	804	661.852	9	0.570203
b0208	915	772.852	18	0.976616
b0209	801	658.852	33	2.10026
b0210	624	481.852	9	0.783206
b0211	1359	1216.85	307	10.5791
b0212	756	613.852	8	0.546479
b0213	723	580.852	13	0.938481
b0214	468	325.852	15	1.93027
b0215	732	589.852	37	2.63031
b0216	77	13.1273	71	226.794
b0217	786	643.852	0	0
b4586	480	337.852	0	0
b0218	357	214.852	0	0
b4503	273	130.866	0	0
b0219	771	628.852	17	1.13357
b0220	474	331.852	52	6.57062
b0221	2445	2302.85	20	0.364176
b0222	579	436.852	121	11.6144
b0223	768	625.852	67	4.48901
b0224	741	598.852	54	3.78113
b0225	279	136.852	1	0.306404
b0226	261	118.866	8	2.82215
b0227	750	607.852	0	0
b0228	498	355.852	4	0.471344
b0229	1713	1570.85	4	0.106776
b0230	756	613.852	1	0.0683099
b0231	1056	913.852	18	0.825932
b0232	294	151.852	0	0
b0233	399	256.852	0	0
b0234	453	310.852	0	0
b0235	207	68.0774	0	0
b0236	501	358.852	2	0.233702
b0237	1458	1315.85	397	12.6512
b0238	459	316.852	142	18.7923
b0239	1245	1102.85	56	2.12921
b0240	402	259.852	249	40.181
b0241	1056	913.852	0	0
b0242	1104	961.852	159	6.93165
b0243	1254	1111.85	145	5.46851
b0244	76	13.6122	1	3.08048
b4626	63	16.6471	0	0
b0245	342	199.852	6	1.25889
b0246	318	175.852	3	0.715353
b4504	222	81.1383	0	0
b0247	477	334.852	2	0.250452
b0248	459	316.852	15	1.9851
b0249	240	98.0484	8	3.42135
b0250	468	325.852	9	1.15816
b0251	444	301.852	1	0.138916
b4627	222	81.1383	2	1.0336
b4628	192	55.8206	1	0.751196
b0252	822	679.852	7	0.431749
b0253	864	721.852	10	0.580897
b0254	894	751.852	3	0.167316
b4587	684	541.852	12	0.928641
b0256	1152	1009.85	8.34739	0.34661
b4690	75	13.7333	0	0
b0258	1108	965.852	11	0.477562
b0259	1017	874.852	99.9107	4.78878
b0260	1404	1261.85	13	0.431999
b0261	933	790.852	8	0.424172
b0262	1047	904.852	1	0.0463415
b0263	348	205.852	0	0
b0264	504	361.852	1.78442	0.206782
b0265	276	133.866	1.21792e-05	3.81501e-06
b4708	174	42.0268	1.95783	1.95342
b4505	249	106.877	3	1.17703
b0266	309	166.852	5	1.25657
b0267	1155	1012.85	0	0
b0268	909	766.852	4	0.218724
b0269	1968	1825.85	17	0.390419
b0270	1383	1240.85	2	0.0675861
b0271	1611	1468.85	7	0.199833
b0272	759	616.852	20	1.35955
b0273	1005	862.852	19	0.923347
b4688	205	66.4118	2	1.26279
b0274	504	361.852	1.78442	0.206782
b0275	276	133.866	1.21792e-05	3.81501e-06
b0276	828	685.852	5	0.305694
b0277	627	484.852	2	0.172969
b0278	699	556.852	0	0
b0279	855	712.852	0	0
b0280	441	298.852	13	1.82404
b0281	1401	1258.85	20	0.666197
b4629	49	14.25	0	0
b4694	339	196.852	1	0.213013
b4695	78	13.6667	0	0
b0283	957	814.852	2	0.10292
b0284	2199	2056.85	4	0.0815464
b0285	957	814.852	4	0.20584
b0286	690	547.852	1	0.0765392
b0287	615	472.852	59	5.23208
b0288	330	187.852	2	0.446438
b0289	711	568.852	3	0.221141
b0290	1644	1501.85	11	0.307124
b0291	2526	2383.85	6	0.105541
b0292	669	526.852	0	0
b0293	588	445.852	6	0.564297
b0294	591	448.852	0	0
b0295	228	86.6338	1	0.484017
b4506	141	21.4426	0	0
b0296	264	121.866	2	0.68817
b4671	102	10.2683	0	0
b4630	90	12.8052	0	0
b0297	872	729.852	0	0
b0298	300	157.852	2.4	0.63754
b0299	867	724.852	7.6	0.439655
b0300	684	541.852	3	0.23216
b4631	129	16.0181	0	0
b0301	594	451.852	0	0
b0303	237	95.1443	0	0
b0304	1326	1183.85	5	0.177101
b0305	855	712.852	0	0
b0306	720	577.852	1	0.0725656
b0307	1428	1285.85	7	0.228273
b0308	696	553.852	6	0.45426
b0310	669	526.852	0	0
b0311	1671	1528.85	32	0.877672
b0312	1473	1330.85	51	1.6069
b0313	588	445.852	34	3.19768
b0314	2034	1891.85	35	0.775762
b0315	1089	946.852	12	0.531431
b0316	933	790.852	6	0.318129
b0317	498	355.852	0	0
b0318	606	463.852	3	0.2712
b0319	864	721.852	0	0
b0320	1548	1405.85	2	0.0596538
b0321	1419	1276.85	3	0.0985209
b0323	951	808.852	1	0.0518416
b0324	1383	1240.85	28	0.946206
b0325	1050	907.852	54	2.49417
b0326	816	673.852	0	0
b0327	246	103.898	0	0
b0328	672	529.852	1	0.0791394
b0329	276	133.866	3	0.939722
b0330	1587	1444.85	5	0.145109
b0331	891	748.852	0	0
b0333	1170	1027.85	0	0
b0334	1452	1309.85	1	0.0320129
b0335	1887	1744.85	2	0.0480639
b0336	1260	1117.85	665	24.9451
b0337	1284	1141.85	861	31.6185
b0338	900	757.852	21	1.16194
b0339	660	517.852	2	0.161947
b0340	471	328.852	4	0.510043
b0341	1155	1012.85	4	0.1656
b0342	612	469.852	1	0.0892455
b0343	1254	1111.85	1	0.0377138
b0344	3075	2932.85	16	0.228759
b0345	1083	940.852	36	1.60446
b0346	834	691.852	36	2.18191
b0347	1665	1522.85	3	0.0826059
b0348	945	802.852	3	0.156687
b0349	867	724.852	3	0.173548
b0350	810	667.852	2	0.125573
b0351	951	808.852	2	0.103683
b0352	1014	871.852	1	0.0480955
b0353	1212	1069.85	12	0.470333
b0354	540	397.852	32	3.37268
b0355	834	691.852	25	1.51522
b0356	1110	967.852	120	5.199
b0357	276	133.866	28	8.77073
b0358	774	631.852	1	0.0663639
b0360	366	223.852	5	0.936604
b0361	906	763.852	7.17612	0.393938
b4579	699	556.852	0	0
b0363	1197	1054.85	3	0.119255
b0364	558	415.852	0	0
b0365	963	820.852	1	0.0510837
b0366	768	625.852	1	0.0670002
b0367	828	685.852	2	0.122278
b0368	852	709.852	1	0.0590717
b0369	975	832.852	166	8.35772
b4580	2907	2764.85	8	0.121329
b0372	867	724.852	7.6	0.439655
b0373	300	157.852	2.4	0.63754
b0375	624	481.852	0	0
b0376	1158	1015.85	48	1.98134
b0377	1221	1078.85	7	0.272072
b0378	1095	952.852	24	1.05617
b0379	309	166.852	0	0
b0380	213	73.1456	2	1.14654
b0381	1095	952.852	111	4.88478
b0382	261	118.866	17	5.99708
b0383	1416	1273.85	23	0.757106
b0384	321	178.852	10	2.34451
b0385	1116	973.852	2	0.0861162
b0386	810	667.852	60	3.7672
b0387	459	316.852	10	1.3234
b0388	525	382.852	31	3.3953
b0389	192	55.8206	6	4.50718
b0390	678	535.852	4	0.313013
b0391	285	142.852	27	7.92545
b0392	342	199.852	3	0.629447
b0393	912	769.852	70	3.81275
b0394	909	766.852	32	1.74979
b0396	1185	1042.85	351	14.1134
b0397	3147	3004.85	56	0.781471
b0398	1203	1060.85	27	1.06723
b0399	690	547.852	28	2.1431
b0400	1296	1153.85	28	1.01755
b0401	1320	1177.85	163	5.80289
b0402	1374	1231.85	52	1.77008
b0403	1815	1672.85	20	0.501326
b0404	582	439.852	9	0.857992
b0405	1071	928.852	53	2.39264
b0406	1128	985.852	241	10.2507
b0407	333	190.852	209	45.9194
b0408	1848	1705.85	478	11.7499
b0409	972	829.852	180	9.09535
b0410	348	205.852	16	3.2592
b0411	885	742.852	301	16.9907
b0412	540	397.852	4	0.421586
b0413	450	307.852	43	5.85698
b0414	1104	961.852	85	3.7056
b0415	471	328.852	200	25.5021
b0416	420	277.852	155	23.3919
b0417	978	835.852	65	3.26086
b0418	519	376.852	28	3.11555
b0419	975	832.852	52	2.61808
b0420	1863	1720.85	164	3.99621
b0421	900	757.852	80	4.42643
b0422	243	100.949	52	21.5998
b0423	1449	1306.85	121	3.88246
b0424	591	448.852	18	1.68158
b0425	912	769.852	41	2.23318
b0426	492	349.852	214	25.6494
b0427	1365	1222.85	28	0.960134
b0428	891	748.852	1044	58.4591
b0429	330	187.852	251	56.0279
b0430	615	472.852	661	58.617
b0431	1992	1849.85	2696	61.1126
b0432	948	805.852	1383	71.9639
b0433	1476	1333.85	90	2.82932
b0434	579	436.852	181	17.3737
b0435	318	175.852	34	8.10734
b0436	1299	1156.85	1651	59.8435
b0437	624	481.852	226	19.6672
b0438	1275	1132.85	413	15.2871
b0439	2355	2212.85	599	11.3507
b0440	273	130.866	527	168.862
b0441	1872	1729.85	324	7.85387
b0442	372	229.852	3	0.547293
b0443	399	256.852	2	0.326508
b0444	696	553.852	38	2.87698
b0445	1701	1558.85	7	0.188296
b0446	819	676.852	8	0.495614
b0447	459	316.852	7	0.926379
b0448	1773	1630.85	21	0.539949
b0449	1782	1639.85	22	0.562556
b0450	339	196.852	7	1.49109
b0451	1287	1144.85	23	0.842415
b0452	861	718.852	23	1.34164
b0453	573	430.852	51	4.96352
b0454	390	247.852	9	1.52264
b0455	114	11.7567	407	1451.63
b0456	354	211.852	0	0
b0457	1551	1408.85	4	0.119054
b0458	471	328.852	28	3.5703
b0459	552	409.852	14	1.43235
b0460	219	78.4375	9	4.81135
b0461	375	232.852	10	1.80081
b0462	3150	3007.85	581	8.09967
b0463	1194	1051.85	253	10.0859
b0464	648	505.852	19	1.57499
b0465	3363	3220.85	117	1.52322
b0466	162	33.8806	3	3.71294
b0467	528	385.852	21	2.28216
b0468	378	235.852	39	6.93381
b0469	552	409.852	217	22.2014
b0470	1932	1789.85	144	3.3736
b0471	330	187.852	201	44.867
b0472	606	463.852	231	20.8824
b0473	1875	1732.85	443	10.7199
b0474	645	502.852	496	41.3608
b0475	963	820.852	22	1.12384
b0476	960	817.852	6	0.307627
b0477	1305	1162.85	88	3.17326
b0478	1677	1534.85	79	2.15828
b0479	1221	1078.85	23	0.893951
b0480	1653	1510.85	111	3.0807
b0481	480	337.852	23	2.85462
b4585	84	13.4615	0	0
b0482	795	652.852	14	0.899209
b0483	342	199.852	11	2.30797
b0484	2505	2362.85	49	0.869576
b0485	933	790.852	10	0.530215
b0486	1293	1150.85	4	0.145743
b0487	408	265.852	27	4.25864
b0488	459	316.852	10	1.3234
b0489	918	775.852	32	1.72949
b0490	678	535.852	13	1.01729
b0491	780	637.852	9	0.591657
b0492	855	712.852	180	10.5882
b0493	810	667.852	34	2.13475
b0494	627	484.852	32	2.7675
b0495	687	544.852	14	1.07745
b0496	2415	2272.85	27	0.498127
b0497	4281	4138.85	27	0.273547
b0498	369	226.852	0	0
b0499	708	565.852	6	0.444627
b0501	491	348.852	0	0
b4632	93	11.9065	0	0
b0502	845	702.852	1	0.0596601
b0503	1095	952.852	6	0.264042
b0504	927	784.852	2	0.106854
b0505	483	340.852	2	0.246043
b0506	816	673.852	126	7.84068
b0507	1782	1639.85	1	0.0255707
b0508	777	634.852	0	0
b0509	879	736.852	2	0.113814
b0511	1455	1312.85	0	0
b0512	1362	1219.85	5	0.171874
b0513	1302	1159.85	1	0.0361531
b0514	1146	1003.85	7	0.292399
b0515	786	643.852	6	0.390762
b0516	1236	1093.85	8	0.306675
b0517	1050	907.852	0	0
b0518	1668	1525.85	0	0
b4572	1260	1117.85	3	0.112534
b0520	816	673.852	5	0.311138
b0521	894	751.852	4	0.223087
b0522	1068	925.852	298	13.4965
b0523	510	367.852	148	16.8708
b0524	723	580.852	57	4.11488
b0525	495	352.852	240	28.5211
b0526	1386	1243.85	197	6.64118
b0527	522	379.852	5	0.551954
b0528	213	73.1456	21	12.0387
b0529	867	724.852	242	13.9995
b0530	543	400.852	0	0
b0531	693	550.852	0	0
b0532	2604	2461.85	0	0
b0533	984	841.852	0	0
b0534	516	373.852	2	0.224325
b0535	633	490.852	0	0
b0536	77	13.1273	1	3.19428
b0537	1164	1021.85	21.5394	0.883878
b4633	222	81.1383	1.46063	0.754854
b0539	279	136.852	2	0.612809
b4508	312	169.852	0	0
b0542	306	163.852	5	1.27957
b0540	300	157.852	2.4	0.63754
b0541	867	724.852	7.6	0.439655
b0543	333	190.852	8	1.75768
b0544	1527	1384.85	0	0
b0545	552	409.852	4	0.409242
b0546	798	655.852	6	0.383613
b4588	102	10.2683	1	4.08368
b0547	456	313.852	1	0.133605
b0548	171	39.9202	0	0
b0549	291	148.852	3	0.845109
b0550	363	220.852	2	0.379731
b4509	141	21.4426	1	1.95556
b0551	384	241.852	0	0
b0552	1017	874.852	99.9107	4.78878
b0553	1098	955.852	442	19.3901
b0554	216	75.7888	1	0.553277
b0555	498	355.852	1	0.117836
b0556	462	319.852	36.4281	4.77567
b4510	183	48.6483	15.2517	13.1461
b0557	294	151.852	199	54.9514
b0558	411	268.852	0	0
b0559	207	68.0774	0	0
b4589	195	58.1477	1	0.721132
b0560	546	403.852	1	0.103831
b4634	309	166.852	2	0.502626
b0561	438	295.852	3	0.425201
b0562	1312	1169.85	1	0.035844
b0563	183	48.6483	0	0
b0564	750	607.852	1	0.0689842
b0565	954	811.852	877	45.2971
b4635	45	12	0	0
b0566	762	619.852	1	0.0676487
b0567	891	748.852	5	0.279976
b0568	2973	2830.85	27	0.39994
b0569	2238	2095.85	4	0.0800289
b0570	1443	1300.85	15	0.483516
b0571	684	541.852	15	1.1608
b0572	1374	1231.85	1	0.03404
b0573	333	190.852	0	0
b0574	1224	1081.85	0	0
b0575	3144	3001.85	10	0.139688
b0576	1377	1234.85	48	1.62995
b0577	1248	1105.85	20	0.758369
b0578	654	511.852	138	11.3053
b0579	369	226.852	8	1.47875
b0580	249	106.877	6	2.35405
b0581	1119	976.852	5	0.214629
b4700	59	18.4167	0	0
b4415	153	28.0814	0	0
b0582	1113	970.852	43.6667	1.88601
b0583	621	478.852	54	4.72868
b0584	2241	2098.85	2613	52.2042
b0585	1203	1060.85	353	13.953
b4511	219	78.4375	65	34.7486
b0586	3882	3739.85	1579	17.7042
b0587	1134	991.852	3	0.12683
b0588	816	673.852	65	4.04479
b0589	993	850.852	55	2.71054
b0590	1005	862.852	53	2.57565
b0591	1251	1108.85	177	6.69341
b0592	957	814.852	145	7.46168
b0593	1176	1033.85	1093	44.3312
b0594	1611	1468.85	1142	32.6014
b0595	858	715.852	691	40.4764
b0596	747	604.852	589	40.8332
b0597	414	271.852	319	49.2045
b0598	2106	1963.85	177	3.77931
b4512	198	60.5867	3	2.07631
b0599	1089	946.852	15	0.664289
b0600	1161	1018.85	16	0.658501
b0601	630	487.852	0	0
b0602	1221	1078.85	2	0.0777348
b0603	903	760.852	0	0
b0604	747	604.852	8	0.554611
b0605	564	421.852	1323	131.506
b0606	1566	1423.85	289	8.511
b0607	429	286.852	23	3.36215
b0608	1239	1096.85	7	0.267607
b0610	411	268.852	48	7.48643
b0611	807	664.852	50	3.1535
b0612	1464	1321.85	2	0.0634446
b0613	879	736.852	1	0.0569072
b0614	552	409.852	1	0.102311
b0615	1533	1390.85	1	0.0301486
b0616	909	766.852	2	0.109362
b0617	297	154.852	0	0
b0618	1059	916.852	1	0.045735
b0619	1659	1516.85	13	0.359375
b0620	681	538.852	5	0.389088
b0621	1386	1243.85	0	0
b0622	561	418.852	1	0.100112
b0623	210	70.5435	247	146.821
b0624	384	241.852	10	1.73379
b4581	1577	1434.85	16	0.467585
b0627	204	65.6662	38	24.2655
b0628	966	823.852	209	10.6376
b0629	954	811.852	4	0.2066
b0630	642	499.852	32	2.68445
b0631	264	121.866	41	14.1075
b0632	1212	1069.85	215	8.42679
b0633	1089	946.852	234	10.3629
b0634	1113	970.852	60	2.59147
b0635	1902	1759.85	78	1.85852
b0636	468	325.852	73	9.39398
b0637	318	175.852	46	10.9687
b0638	612	469.852	14	1.24944
b0639	642	499.852	26	2.18112
b0640	1032	889.852	56	2.63887
b0641	582	439.852	143	13.6325
b0642	2583	2440.85	758	13.0219
b0643	483	340.852	26	3.19856
b0644	978	835.852	3	0.150501
b0645	708	565.852	0	0
b0646	1428	1285.85	0	0
b0647	555	412.852	0	0
b0648	708	565.852	0	0
b0649	1452	1309.85	5	0.160065
b0650	1671	1528.85	4	0.109709
b0651	936	793.852	31	1.63746
b0652	726	583.852	37	2.65734
b0653	675	532.852	10	0.786939
b0654	741	598.852	18	1.26038
b0655	909	766.852	92	5.03065
b0656	1017	874.852	99.9107	4.78878
b0657	1539	1396.85	72	2.16137
b0658	879	736.852	171	9.73113
b0659	468	325.852	46	5.91949
b0660	1041	898.852	143	6.67107
b0661	1425	1282.85	232	7.58331
b0662	1176	1033.85	85	3.44753
b0664	75	13.7333	26.5	80.9129
b0665	75	13.7333	26.5	80.9129
b0666	77	13.1273	50.5	161.311
b0668	75	13.7333	93	283.958
b0670	75	13.7333	93	283.958
b0672	85	13.5	178	552.884
b0673	77	13.1273	50.5	161.311
b0674	1665	1522.85	1303	35.8785
b0675	753	610.852	92	6.31538
b0676	1221	1078.85	67	2.60412
b0677	1149	1006.85	52	2.16564
b0678	801	658.852	27	1.7184
b0679	1947	1804.85	155	3.60112
b0680	1665	1522.85	470	12.9416
b0681	1407	1264.85	3	0.0994556
b0682	327	184.852	0	0
b0683	447	304.852	127	17.4687
b4637	87	13.1102	2	6.3969
b0684	531	388.852	151	16.2832
b0685	294	151.852	22	6.07503
b0686	765	622.852	38	2.55827
b0687	546	403.852	62	6.43749
b0688	1641	1498.85	363	10.1554
b0689	495	352.852	0	0
b0691	651	508.852	1	0.0824054
b4636	150	26.3645	0	0
b0692	1320	1177.85	2	0.0712011
b0693	2199	2056.85	0	0
b4590	258	115.866	0	0
b0694	678	535.852	12	0.939039
b0695	2685	2542.85	45	0.74206
b0696	573	430.852	4	0.389295
b0697	2049	1906.85	1	0.0219903
b0698	1674	1531.85	0	0
b4513	90	12.8052	0	0
b0699	207	68.0774	7	4.31164
b0700	4194	4051.85	19.2772	0.199498
b0702	327	184.852	0	0
b0703	1521	1378.85	2.80498	0.0853022
b0704	570	427.852	0	0
b4514	240	98.0484	0	0
b0705	1137	994.852	0	0
b0706	762	619.852	0	0
b0707	510	367.852	2	0.227984
b0708	1419	1276.85	15	0.492604
b0709	1482	1339.85	5	0.156481
b0710	744	601.852	86	5.99178
b0711	657	514.852	67	5.45682
b0712	933	790.852	71	3.76453
b0713	735	592.852	44	3.1121
b0714	792	649.852	13	0.838835
b0715	1047	904.852	11	0.509756
b0716	1062	919.852	0	0
b0717	729	586.852	0	0
b0718	2448	2305.85	2	0.0363703
b0719	567	424.852	0	0
b0720	1284	1141.85	963	35.3642
b0721	390	247.852	160	27.0691
b0722	348	205.852	118	24.0366
b0723	1767	1624.85	751	19.3809
b0724	717	574.852	267	19.4761
b0726	2802	2659.85	2261	35.6444
b0727	1218	1075.85	1564	60.9582
b0728	1167	1024.85	1598	65.3828
b0729	870	727.852	1015	58.475
b0730	723	580.852	10	0.721908
b0731	1977	1834.85	3	0.0685595
b0732	2634	2491.85	13	0.21876
b0733	1569	1426.85	251	7.37637
b0734	1140	997.852	216	9.07685
b4515	114	11.7567	8	28.5333
b0735	294	151.852	22	6.07503
b0736	405	262.852	37	5.90252
b0737	693	550.852	91	6.92714
b0738	429	286.852	51	7.4552
b0739	1266	1123.85	103	3.84305
b0740	1293	1150.85	645	23.5011
b0741	522	379.852	923	101.891
b0742	792	649.852	364	23.4874
b0743	76	13.6122	56	172.507
b0744	76	13.6122	217.6	670.312
b0745	76	13.6122	56	172.507
b0746	76	13.6122	217.6	670.312
b0747	76	13.6122	56	172.507
b0748	76	13.6122	56	172.507
b0749	76	13.6122	56	172.507
b0750	1044	901.852	231	10.7405
b0751	720	577.852	90	6.5309
b0752	942	799.852	16	0.838799
b0753	381	238.852	11	1.93113
b0754	1053	910.852	260	11.9694
b0755	753	610.852	967	66.3801
b0756	1041	898.852	302	14.0886
b0757	1149	1006.85	173	7.2049
b0758	1047	904.852	187	8.66586
b0759	1017	874.852	251	12.0306
b0760	1473	1330.85	39	1.2288
b0761	789	646.852	15	0.972375
b0762	150	26.3645	9	14.3143
b0763	774	631.852	39	2.58819
b0764	690	547.852	19	1.45425
b0765	1059	916.852	22	1.00617
b0766	819	676.852	41	2.54002
b0767	996	853.852	124	6.08957
b0768	954	811.852	1	0.05165
b0769	1053	910.852	1	0.0460362
b0770	1434	1291.85	0	0
b0771	2262	2119.85	3	0.0593422
b0772	1284	1141.85	196	7.1977
b0773	477	334.852	37	4.63336
b0774	1290	1147.85	184	6.72171
b0775	1041	898.852	168	7.83734
b0776	1155	1012.85	111	4.59541
b0777	756	613.852	55	3.75705
b0778	678	535.852	63	4.92996
b0779	2022	1879.85	110	2.45367
b0780	909	766.852	23	1.25766
