target_id	length	eff_length	est_counts	tpm
b0208	915	818.386	47831	335.276
b0209	801	704.386	37763	307.544
b0210	624	527.386	23667	257.434
b0211	1359	1262.39	25468	115.732
b0212	756	659.386	9361	81.4393
b0213	723	626.386	5441	49.8297
b0214	468	371.386	2241	34.6153
b0215	732	635.386	4207	37.9828
b0216	77	7.099	6255	5054.54
b0217	786	689.386	434	3.61143
b4586	480	383.386	48	0.718218
b0218	357	260.386	31	0.68296
b4503	273	176.386	136.95	4.454
b0219	771	674.386	1159	9.85886
b0220	474	377.386	7902	120.117
b0221	2445	2348.39	2878	7.03029
b0222	579	482.386	6888	81.9125
b0223	768	671.386	3976	33.9724
b0224	741	644.386	8469	75.3941
b0225	279	182.386	1042	32.7739
b0226	261	164.386	1009	35.2109
b0227	750	653.386	281	2.46711
b0228	498	401.386	316	4.51623
b0229	1713	1616.39	330	1.17117
b0230	756	659.386	144	1.25278
b0231	1056	959.386	819	4.89714
b0232	294	197.386	387	11.2472
b0233	399	302.386	178	3.37684
b0234	453	356.386	128	2.06035
b0235	207	110.386	8	0.415745
b0236	501	404.386	108	1.53207
b0237	1458	1361.39	4770	20.0997
b0238	459	362.386	11466	181.506
b0239	1245	1148.39	2638	13.1777
b0240	402	305.386	6206	116.577
b0241	1056	959.386	172	1.02846
b0242	1104	1007.39	3912	22.2769
b0243	1254	1157.39	2647	13.1198
b0244	76	6.79685	1779	1501.48
b4626	63	6.47561	196	173.631
b0245	342	245.386	6308	147.467
b0246	318	221.386	13534	350.693
b4504	222	125.386	1224.91	56.0409
b0247	477	380.386	2921.76	44.0627
b0248	459	362.386	7200	113.976
b0249	240	143.386	3711	148.469
b0250	468	371.386	1554	24.0036
b0251	444	347.386	325	5.36689
b4627	222	125.386	35	1.60129
b4628	192	95.4551	40	2.40388
b0252	822	725.386	432	3.41638
b0253	864	767.386	3748	28.018
b0254	894	797.386	468	3.36689
b4587	684	587.386	834.268	8.14767
b0256	1152	1055.39	330.513	1.7965
b4690	75	6.58488	96	83.6325
b0258	1108	1011.39	1414	8.02018
b0259	1017	920.386	4137.61	25.7888
b0260	1404	1307.39	486	2.13248
b0261	933	836.386	725	4.97259
b0262	1047	950.386	795	4.79865
b0263	348	251.386	256	5.84185
b0264	504	407.386	1211.67	17.062
b0265	276	179.386	383.582	12.2665
b4708	174	78.164	141.877	10.4126
b4505	249	152.386	422	15.8862
b0266	309	212.386	80	2.1608
b0267	1155	1058.39	37	0.200544
b0268	909	812.386	516	3.64367
b0269	1968	1871.39	594	1.82085
b0270	1383	1286.39	220	0.981077
b0271	1611	1514.39	185	0.700788
b0272	759	662.386	999	8.65179
b0273	1005	908.386	386	2.43763
b4688	205	108.386	270.699	14.3273
b0274	504	407.386	1211.67	17.062
b0275	276	179.386	383.582	12.2665
b0276	828	731.386	296	2.32165
b0277	627	530.386	519	5.61341
b0278	699	602.386	25	0.238077
b0279	855	758.386	26	0.196668
b0280	441	344.386	232	3.86451
b0281	1401	1304.39	1410	6.20104
b4629	49	22.5	0	0
b4694	339	242.386	194	4.59141
b4695	78	7.3416	10	7.81378
b0283	957	860.386	482	3.2137
b0284	2199	2102.39	216	0.589377
b0285	957	860.386	181	1.2068
b0286	690	593.386	145	1.40179
b0287	615	518.386	1507	16.6768
b0288	330	233.386	292	7.17727
b0289	711	614.386	246	2.29692
b0290	1644	1547.39	754	2.79527
b0291	2526	2429.39	684	1.61514
b0292	669	572.386	59	0.591309
b0293	588	491.386	230	2.68508
b0294	591	494.386	15	0.174051
b0295	228	131.386	147	6.41829
b4506	141	47.9643	34	4.06642
b0296	264	167.386	62	2.12483
b4671	102	19.2014	13	3.88385
b4630	90	12.4521	5	2.30345
b0297	872	775.386	19	0.140568
b0298	300	203.386	256.6	7.23747
b0299	867	770.386	732	5.45073
b0300	684	587.386	307	2.99824
b4631	129	38.1334	5	0.752169
b0301	594	497.386	24	0.276802
b0303	237	140.386	8	0.326902
b0304	1326	1229.39	167	0.779255
b0305	855	758.386	175	1.32373
b0306	720	623.386	227	2.08891
b0307	1428	1331.39	533	2.29654
b0308	696	599.386	758	7.25461
b0310	669	572.386	8	0.0801775
b0311	1671	1574.39	876	3.19187
b0312	1473	1376.39	1661	6.92279
b0313	588	491.386	626	7.30808
b0314	2034	1937.39	2319	6.86651
b0315	1089	992.386	973	5.6245
b0316	933	836.386	653	4.47876
b0317	498	401.386	90	1.28627
b0318	606	509.386	101	1.13743
b0319	864	767.386	67	0.500856
b0320	1548	1451.39	101	0.3992
b0321	1419	1322.39	358	1.55302
b0323	951	854.386	163	1.09442
b0324	1383	1286.39	585	2.60877
b0325	1050	953.386	1261	7.58749
b0326	816	719.386	19	0.151511
b0327	246	149.386	675	25.9206
b0328	672	575.386	631	6.29103
b0329	276	179.386	699	22.3532
b0330	1587	1490.39	623	2.39795
b0331	891	794.386	332	2.3975
b0333	1170	1073.39	159	0.849753
b0334	1452	1355.39	172	0.727976
b0335	1887	1790.39	406	1.30086
b0336	1260	1163.39	18813	92.7654
b0337	1284	1187.39	10296	49.7426
b0338	900	803.386	1008	7.1976
b0339	660	563.386	276	2.81031
b0340	471	374.386	171	2.62016
b0341	1155	1058.39	185	1.00272
b0342	612	515.386	62	0.690098
b0343	1254	1157.39	258	1.27877
b0344	3075	2978.39	339	0.652936
b0345	1083	986.386	2953	17.1739
b0346	834	737.386	859	6.68267
b0347	1665	1568.39	251	0.918063
b0348	945	848.386	125	0.845217
b0349	867	770.386	189	1.40736
b0350	810	713.386	86	0.691553
b0351	951	854.386	94	0.631139
b0352	1014	917.386	185	1.15683
b0353	1212	1115.39	525	2.70014
b0354	540	443.386	949	12.2782
b0355	834	737.386	1595	12.4084
b0356	1110	1013.39	2622	14.8426
b0357	276	179.386	2273	72.6879
b0358	774	677.386	182	1.5413
b0360	366	269.386	360.667	7.68038
b0361	906	809.386	1239.33	8.78382
b4579	699	602.386	81.4211	0.775378
b0363	1197	1100.39	374.579	1.95276
b0364	558	461.386	45	0.559499
b0365	963	866.386	83	0.549564
b0366	768	671.386	83	0.709182
b0367	828	731.386	77	0.603943
b0368	852	755.386	399	3.03009
b0369	975	878.386	2101	13.7212
b4580	2907	2810.39	765	1.56152
b0372	867	770.386	732	5.45073
b0373	300	203.386	256.6	7.23747
b0375	624	527.386	35	0.380707
b0376	1158	1061.39	1178	6.36683
b0377	1221	1124.39	1711	8.72944
b0378	1095	998.386	2917	16.7606
b0379	309	212.386	260	7.02262
b0380	213	116.386	532	26.2218
b0381	1095	998.386	2179	12.5202
b0382	261	164.386	1863	65.0129
b0383	1416	1319.39	1491	6.48272
b0384	321	224.386	936	23.9294
b0385	1116	1019.39	479	2.69556
b0386	810	713.386	3676	29.5599
b0387	459	362.386	542	8.57984
b0388	525	428.386	1681	22.5104
b0389	192	95.4551	540	32.4524
b0390	678	581.386	1400	13.8139
b0391	285	188.386	8134	247.689
b0392	342	245.386	264	6.17171
b0393	912	815.386	2798	19.685
b0394	909	812.386	2958	20.8875
b0396	1185	1088.39	19486	102.705
b0397	3147	3050.39	1048	1.97087
b0398	1203	1106.39	1118	5.79678
b0399	690	593.386	1988	19.219
b0400	1296	1199.39	2161	10.3359
b0401	1320	1223.39	3653	17.1292
b0402	1374	1277.39	4039	18.1386
b0403	1815	1718.39	968	3.23152
b0404	582	485.386	662	7.82388
b0405	1071	974.386	4167	24.5326
b0406	1128	1031.39	10581	58.8514
b0407	333	236.386	7968	193.366
b0408	1848	1751.39	6638	21.7424
b0409	972	875.386	5228	34.26
b0410	348	251.386	1120	25.5581
b0411	885	788.386	6606	48.0675
b0412	540	443.386	491	6.35259
b0413	450	353.386	2044	33.1805
b0414	1104	1007.39	4167	23.729
b0415	471	374.386	6658	102.018
b0416	420	323.386	7754	137.549
b0417	978	881.386	1359	8.84514
b0418	519	422.386	4469	60.6949
b0419	975	878.386	1885	12.3106
b0420	1863	1766.39	5983	19.4305
b0421	900	803.386	2012	14.3666
b0422	243	146.386	903	35.3867
b0423	1449	1352.39	5048	21.4126
b0424	591	494.386	1148	13.3207
b0425	912	815.386	1339	9.42039
b0426	492	395.386	31910	462.974
b0427	1365	1268.39	4616	20.8769
b0428	891	794.386	40998	296.062
b0429	330	233.386	6537	160.678
b0430	615	518.386	12405	137.276
b0431	1992	1895.39	56912	172.249
b0432	948	851.386	29625	199.611
b0433	1476	1379.39	1765	7.34024
b0434	579	482.386	2223	26.436
b0435	318	221.386	3947	102.275
b0436	1299	1202.39	33410	159.398
b0437	624	527.386	10533	114.571
b0438	1275	1178.39	11154	54.2994
b0439	2355	2258.39	19926	50.6143
b0440	273	176.386	52674	1713.1
b0441	1872	1775.39	9511	30.7316
b0442	372	275.386	706	14.7067
b0443	399	302.386	764	14.4938
b0444	696	599.386	1173	11.2265
b0445	1701	1604.39	1014	3.62561
b0446	819	722.386	1153	9.15612
b0447	459	362.386	881	13.9462
b0448	1773	1676.39	1954	6.68655
b0449	1782	1685.39	1500	5.10556
b0450	339	242.386	668	15.8096
b0451	1287	1190.39	1987	9.5755
b0452	861	764.386	2307	17.3136
b0453	573	476.386	1716	20.6638
b0454	390	293.386	405	7.91894
b0455	114	27.0476	126231	26772.5
b0456	354	257.386	1265	28.194
b0457	1551	1454.39	1325	5.22622
b0458	471	374.386	5217	79.9379
b0459	552	455.386	1016	12.7987
b0460	219	122.386	207	9.70264
b0461	375	278.386	540	11.1275
b0462	3150	3053.39	6894	12.9521
b0463	1194	1097.39	3999	20.9047
b0464	648	551.386	618	6.42961
b0465	3363	3266.39	3650	6.41028
b0466	162	66.9639	1389	118.991
b0467	528	431.386	2160	28.7236
b0468	378	281.386	1388	28.2969
b0469	552	455.386	5692	71.7029
b0470	1932	1835.39	5805	18.1437
b0471	330	233.386	6109	150.157
b0472	606	509.386	2315	26.0709
b0473	1875	1778.39	9500	30.6443
b0474	645	548.386	7358	76.9706
b0475	963	866.386	1057	6.99866
b0476	960	863.386	926	6.15258
b0477	1305	1208.39	3096	14.6976
b0478	1677	1580.39	10569	38.3639
b0479	1221	1124.39	537	2.73975
b0480	1653	1556.39	2761	10.1766
b0481	480	383.386	893	13.3619
b4585	84	9.63105	232	138.187
b0482	795	698.386	1192	9.79112
b0483	342	245.386	250	5.84442
b0484	2505	2408.39	2538	6.04529
b0485	933	836.386	654	4.48562
b0486	1293	1196.39	1760	8.43904
b0487	408	311.386	1955	36.0163
b0488	459	362.386	1136	17.9828
b0489	918	821.386	2017	14.0867
b0490	678	581.386	109	1.07551
b0491	780	683.386	370	3.1059
b0492	855	758.386	4249	32.1402
b0493	810	713.386	1223	9.83453
b0494	627	530.386	1487	16.0831
b0495	687	590.386	1457	14.1571
b0496	2415	2318.39	2118	5.24073
b0497	4281	4184.39	1192.14	1.63436
b0498	369	272.386	50	1.05302
b0499	708	611.386	263	2.4677
b0501	491	394.386	26	0.378184
b4632	93	13.9692	18	7.39186
b0502	845	748.386	221	1.69402
b0503	1095	998.386	787	4.52197
b0504	927	830.386	105	0.725372
b0505	483	386.386	142	2.10823
b0506	816	719.386	6810	54.3046
b0507	1782	1685.39	229	0.779449
b0508	777	680.386	17	0.143333
b0509	879	782.386	54	0.395935
b0511	1455	1358.39	25	0.105577
b0512	1362	1265.39	186	0.843221
b0513	1302	1205.39	321	1.52767
b0514	1146	1049.39	1008	5.51032
b0515	786	689.386	425	3.53654
b0516	1236	1139.39	504	2.53753
b0517	1050	953.386	95	0.571619
b0518	1668	1571.39	74	0.270147
b4572	1260	1163.39	220	1.0848
b0520	816	719.386	130	1.03665
b0521	894	797.386	426	3.06473
b0522	1068	971.386	17214	101.658
b0523	510	413.386	9531	132.262
b0524	723	626.386	958	8.77354
b0525	495	398.386	4081	58.7644
b0526	1386	1289.39	5426	24.1406
b0527	522	425.386	422	5.6909
b0528	213	116.386	1161	57.2246
b0529	867	770.386	5409	40.2773
b0530	543	446.386	24	0.308427
b0531	693	596.386	27	0.25971
b0532	2604	2507.39	344	0.787026
b0533	984	887.386	46	0.29737
b0534	516	419.386	45	0.615531
b0535	633	536.386	20	0.213897
b0536	77	7.099	964	778.989
b0537	1164	1067.39	2928.47	15.7388
b4633	222	125.386	182.533	8.35111
b0539	279	182.386	241	7.58014
b4508	312	215.386	113	3.00963
b0542	306	209.386	367	10.0547
b0540	300	203.386	256.6	7.23747
b0541	867	770.386	732	5.45073
b0543	333	236.386	708	17.1816
b0544	1527	1430.39	59	0.236619
b0545	552	455.386	204	2.56982
b0546	798	701.386	150	1.22683
b4588	102	19.2014	9	2.68882
b0547	456	359.386	67	1.06946
b0548	171	75.3412	16	1.21826
b0549	291	194.386	60	1.77067
b0550	363	266.386	86	1.85199
b4509	141	47.9643	18	2.15281
b0551	384	287.386	107	2.13584
b0552	1017	920.386	4137.61	25.7888
b0553	1098	1001.39	14901	85.3622
b0554	216	119.386	320	15.3762
b0555	498	401.386	363	5.18795
b0556	462	365.386	1028.43	16.1464
b4510	183	86.6719	3006.94	199.02
b0557	294	197.386	2301	66.8731
b0558	411	314.386	3	0.0547406
b0559	207	110.386	69	3.5858
b4589	195	98.4264	156.965	9.14833
b0560	546	449.386	235.59	3.00738
b4634	309	212.386	136	3.67337
b0561	438	341.386	138.009	2.31906
b0562	1312	1215.39	119	0.561674
b0563	183	86.6719	23	1.5223
b0564	750	653.386	32	0.280952
b0565	954	857.386	5268	35.2469
b4635	45	18.5	0	0
b0566	762	665.386	166	1.43115
b0567	891	794.386	329	2.37583
b0568	2973	2876.39	1175	2.34338
b0569	2238	2141.39	419	1.12246
b0570	1443	1346.39	733	3.1231
b0571	684	587.386	1163	11.3582
b0572	1374	1277.39	129	0.579321
b0573	333	236.386	27	0.65523
b0574	1224	1127.39	125	0.636047
b0575	3144	3047.39	969	1.8241
b0576	1377	1280.39	5116	22.9214
b0577	1248	1151.39	5353	26.6703
b0578	654	557.386	4409	45.377
b0579	369	272.386	938	19.7547
b0580	249	152.386	211	7.94308
b0581	1119	1022.39	1670	9.37029
b4700	59	8.69697	37	24.4054
b4415	153	58.6749	64	6.25719
b0582	1113	1016.39	4619.33	26.0719
b0583	621	524.386	182	1.991
b0584	2241	2144.39	2442	6.53272
b0585	1203	1106.39	734	3.80576
b4511	219	122.386	45	2.10927
b0586	3882	3785.39	2621	3.97199
b0587	1134	1037.39	55	0.30414
b0588	816	719.386	821	6.54686
b0589	993	896.386	550	3.51981
b0590	1005	908.386	1580	9.97788
b0591	1251	1154.39	2372	11.7873
b0592	957	860.386	1151	7.67421
b0593	1176	1079.39	2176	11.5647
b0594	1611	1514.39	954	3.61379
b0595	858	761.386	891	6.71312
b0596	747	650.386	709	6.25355
b0597	414	317.386	1103	19.9361
b0598	2106	2009.39	16272	46.4547
b4512	198	101.397	173	9.78756
b0599	1089	992.386	1512	8.74023
b0600	1161	1064.39	462	2.48997
b0601	630	533.386	237	2.54893
b0602	1221	1124.39	140	0.714273
b0603	903	806.386	61	0.433949
b0604	747	650.386	363	3.20175
b0605	564	467.386	27411	336.435
b0606	1566	1469.39	5909	23.0691
b0607	429	332.386	7974	137.621
b0608	1239	1142.39	1681	8.44124
b0610	411	314.386	3923	71.5825
b0611	807	710.386	1718	13.8733
b0612	1464	1367.39	273	1.14531
b0613	879	782.386	87	0.637896
b0614	552	455.386	96	1.20933
b0615	1533	1436.39	83	0.331481
b0616	909	812.386	84	0.593155
b0617	297	200.386	11	0.314903
b0618	1059	962.386	277	1.65113
b0619	1659	1562.39	2040	7.4902
b0620	681	584.386	866	8.50099
b0621	1386	1289.39	529	2.35356
b0622	561	464.386	197	2.43354
b0623	210	113.386	14537	735.473
b0624	384	287.386	931	18.5838
b4581	1577	1480.39	1411	5.46769
b0627	204	107.386	14398	769.141
b0628	966	869.386	4618	30.4714
b0629	954	857.386	630	4.21518
b0630	642	545.386	2990	31.4499
b0631	264	167.386	1091	37.3901
b0632	1212	1115.39	4192	21.5599
b0633	1089	992.386	5482	31.6891
b0634	1113	1016.39	3632	20.4993
b0635	1902	1805.39	6406	20.3549
b0636	468	371.386	7343	113.423
b0637	318	221.386	5253	136.116
b0638	612	515.386	1009	11.2308
b0639	642	545.386	1169	12.296
b0640	1032	935.386	2509	15.3873
b0641	582	485.386	6080	71.8568
b0642	2583	2486.39	13559	31.2832
b0643	483	386.386	2769	41.1105
b0644	978	881.386	275	1.78986
b0645	708	611.386	23	0.215806
b0646	1428	1331.39	239	1.02978
b0647	555	458.386	35	0.438014
b0648	708	611.386	51	0.478527
b0649	1452	1355.39	584	2.47173
b0650	1671	1574.39	317	1.15505
b0651	936	839.386	645	4.40808
b0652	726	629.386	3533	32.2017
b0653	675	578.386	1653	16.3948
b0654	741	644.386	895	7.96762
b0655	909	812.386	1753	12.3786
b0656	1017	920.386	4137.61	25.7888
b0657	1539	1442.39	3982	15.8369
b0658	879	782.386	7856	57.6013
b0659	468	371.386	1083	16.7284
b0660	1041	944.386	2807	17.0508
b0661	1425	1328.39	9616	41.5262
b0662	1176	1079.39	4074	21.6519
b0664	75	6.58488	7119	6201.87
b0665	75	6.58488	7119	6201.87
b0666	77	7.099	14119.5	11409.7
b0668	75	6.58488	14488.5	12622
b0670	75	6.58488	14488.5	12622
b0672	85	10.092	59250	33679.3
b0673	77	7.099	14119.5	11409.7
b0674	1665	1568.39	1962	7.17625
b0675	753	656.386	4511	39.4244
b0676	1221	1124.39	3190	16.2752
b0677	1149	1052.39	1623	8.84698
b0678	801	704.386	2425	19.7493
b0679	1947	1850.39	8911	27.6259
b0680	1665	1568.39	4115	15.0511
b0681	1407	1310.39	472	2.0663
b0682	327	230.386	325	8.09243
b0683	447	350.386	6156	100.787
b4637	87	11.061	6152	3190.6
b0684	531	434.386	6404	84.5721
b0685	294	197.386	3963	115.175
b0686	765	668.386	1358	11.6553
b0687	546	449.386	941	12.0122
b0688	1641	1544.39	4406	16.3659
b0689	495	398.386	111	1.59834
b0691	651	554.386	25	0.25869
b4636	150	55.9505	29	2.97335
b0692	1320	1223.39	471	2.20856
b0693	2199	2102.39	285	0.77765
b4590	258	161.386	1	0.0355456
b0694	678	581.386	576	5.68342
b0695	2685	2588.39	4514	10.0042
b0696	573	476.386	416	5.0094
b0697	2049	1952.39	257	0.755125
b0698	1674	1577.39	67	0.243662
b4513	90	12.4521	4	1.84276
b0699	207	110.386	1458	75.7696
b0700	4194	4097.39	1751.39	2.45204
b0702	327	230.386	4	0.0995991
b0703	1521	1424.39	216.163	0.870575
b0704	570	473.386	27	0.32719
b4514	240	143.386	4	0.160031
b0705	1137	1040.39	20.986	0.115714
b0706	762	665.386	10.6856	0.0921252
b0707	510	413.386	239	3.3166
b0708	1419	1322.39	2253	9.7736
b0709	1482	1385.39	652	2.69978
b0710	744	647.386	1583	14.0271
b0711	657	560.386	1433	14.6693
b0712	933	836.386	2395	16.4267
b0713	735	638.386	2297	20.6409
b0714	792	695.386	2832	23.3625
b0715	1047	950.386	1704	10.2854
b0716	1062	965.386	346	2.05602
b0717	729	632.386	226	2.05011
b0718	2448	2351.39	679	1.65652
b0719	567	470.386	32	0.390254
b0720	1284	1187.39	19689	95.1225
b0721	390	293.386	4601	89.9631
b0722	348	251.386	9659	220.416
b0723	1767	1670.39	27815	95.5243
b0724	717	620.386	14569	134.716
b0726	2802	2705.39	18813	39.8915
b0727	1218	1121.39	18127	92.7305
b0728	1167	1070.39	14015	75.1111
b0729	870	773.386	31209	231.492
b0730	723	626.386	192	1.75837
b0731	1977	1880.39	318	0.970134
b0732	2634	2537.39	1091	2.46655
b0733	1569	1472.39	12121	47.2246
b0734	1140	1043.39	2723	14.9711
b4515	114	27.0476	161	34.1467
b0735	294	197.386	1271	36.9386
b0736	405	308.386	3725	69.292
b0737	693	596.386	7803	75.0561
b0738	429	332.386	1264	21.815
b0739	1266	1169.39	8527	41.8302
b0740	1293	1196.39	25729	123.368
b0741	522	425.386	7789	105.039
b0742	792	695.386	3107	25.6311
b0743	76	6.79685	12752.7	10763.3
b0744	76	6.79685	12802.6	10805.4
b0745	76	6.79685	12752.7	10763.3
b0746	76	6.79685	12802.6	10805.4
b0747	76	6.79685	12752.7	10763.3
b0748	76	6.79685	12752.7	10763.3
b0749	76	6.79685	12752.7	10763.3
b0750	1044	947.386	5310	32.1528
