target_id	length	eff_length	est_counts	tpm
b0242	1104	1005.47	4564	43.382
b0243	1254	1155.47	4411	36.4848
b0244	76	6.94892	1502	2065.79
b4626	63	5.07317	5	9.41942
b0245	342	243.47	157	6.16294
b0246	318	219.47	368	16.0253
b4504	222	123.487	30	2.32185
b0247	477	378.47	48.2951	1.21956
b0248	459	360.47	1200	31.816
b0249	240	141.487	500	33.7744
b0250	468	369.47	513	13.27
b0251	444	345.47	84	2.32382
b4627	222	123.487	15	1.16093
b4628	192	93.811	7	0.713145
b0252	822	723.47	150	1.98155
b0253	864	765.47	812	10.1382
b0254	894	795.47	223	2.67926
b4587	684	585.47	264.346	4.31521
b0256	1152	1053.47	551.322	5.00169
b4690	75	6.60766	79	114.265
b0258	1108	1009.47	526	4.97996
b0259	1017	918.47	3929.92	40.8933
b0260	1404	1305.47	321	2.35002
b0261	933	834.47	672	7.69648
b0262	1047	948.47	105	1.05803
b0263	348	249.47	48	1.83889
b0264	504	405.47	715.868	16.8736
b0265	276	177.47	214.555	11.5544
b4708	174	76.6906	163.172	20.3347
b4505	249	150.487	312	19.8148
b0266	309	210.47	87	3.9506
b0267	1155	1056.47	20	0.180928
b0268	909	810.47	535	6.30885
b0269	1968	1869.47	1437	7.34635
b0270	1383	1284.47	238	1.77087
b0271	1611	1512.47	319	2.01575
b0272	759	660.47	406	5.87498
b0273	1005	906.47	577	6.08353
b4688	205	106.508	158.322	14.2066
b0274	504	405.47	715.868	16.8736
b0275	276	177.47	214.555	11.5544
b0276	828	729.47	136	1.78182
b0277	627	528.47	87	1.57338
b0278	699	600.47	6	0.0954978
b0279	855	756.47	6	0.0758042
b0280	441	342.47	229	6.39067
b0281	1401	1302.47	357	2.61959
b4629	49	11.75	0	0
b4694	339	240.47	100	3.97441
b4695	78	7.53543	8	10.1465
b0283	957	858.47	196	2.18205
b0284	2199	2100.47	305	1.38777
b0285	957	858.47	128	1.42501
b0286	690	591.47	80	1.29268
b0287	615	516.47	1912	35.3815
b0288	330	231.47	73	3.01413
b0289	711	612.47	194	3.02727
b0290	1644	1545.47	491	3.03637
b0291	2526	2427.47	312	1.22838
b0292	669	570.47	65	1.08897
b0293	588	489.47	189	3.69037
b0294	591	492.47	24	0.465763
b0295	228	129.487	58	4.28091
b4506	141	47.8146	8	1.59905
b0296	264	165.487	18	1.03954
b4671	102	19.1057	4	2.00092
b4630	90	12.3541	1	0.773609
b0297	872	773.47	10	0.123563
b0298	300	201.47	94	4.45914
b0299	867	768.47	479.2	5.95969
b0300	684	585.47	119	1.94257
b4631	129	37.8609	1	0.252431
b0301	594	495.47	19	0.366497
b0303	237	138.487	3	0.207036
b0304	1326	1227.47	314	2.44485
b0305	855	756.47	68	0.859114
b0306	720	621.47	258	3.96765
b0307	1428	1329.47	878	6.31175
b0308	696	597.47	702	11.2293
b0310	669	570.47	8	0.134027
b0311	1671	1572.47	683	4.15118
b0312	1473	1374.47	1941	13.4966
b0313	588	489.47	711	13.8828
b0314	2034	1935.47	1589	7.84641
b0315	1089	990.47	116	1.11931
b0316	933	834.47	339	3.8826
b0317	498	399.47	19	0.454572
b0318	606	507.47	36	0.677994
b0319	864	765.47	27	0.337108
b0320	1548	1449.47	114	0.751673
b0321	1419	1320.47	177	1.28109
b0323	951	852.47	61	0.683887
b0324	1383	1284.47	1031	7.67129
b0325	1050	951.47	6073	61.0017
b0326	816	717.47	3	0.0399624
b0327	246	147.487	72	4.66566
b0328	672	573.47	303	5.0497
b0329	276	177.47	609	32.7964
b0330	1587	1488.47	490	3.14622
b0331	891	792.47	159	1.91755
b0333	1170	1071.47	56	0.499507
b0334	1452	1353.47	111	0.783805
b0335	1887	1788.47	256	1.36802
b0336	1260	1161.47	30781	253.284
b0337	1284	1185.47	39876	321.48
b0338	900	801.47	630	7.51254
b0339	660	561.47	173	2.94478
b0340	471	372.47	145	3.72058
b0341	1155	1056.47	134	1.21222
b0342	612	513.47	47	0.874815
b0343	1254	1155.47	117	0.967744
b0344	3075	2976.47	794	2.54948
b0345	1083	984.47	3894	37.8031
b0346	834	735.47	2075	26.9641
b0347	1665	1566.47	152	0.927374
b0348	945	846.47	60	0.677444
b0349	867	768.47	138	1.71627
b0350	810	711.47	79	1.06122
b0351	951	852.47	135	1.51352
b0352	1014	915.47	257	2.68301
b0353	1212	1113.47	196	1.68233
b0354	540	441.47	1038	22.4714
b0355	834	735.47	1191	15.4768
b0356	1110	1011.47	3194	30.1797
b0357	276	177.47	2453	132.101
b0358	774	675.47	66	0.933838
b0360	366	267.47	213.167	7.61689
b0361	906	807.47	558.332	6.60845
b4579	699	600.47	35.2298	0.560728
b0363	1197	1098.47	92.7702	0.807149
b0364	558	459.47	5	0.104003
b0365	963	864.47	107	1.18295
b0366	768	669.47	108	1.54179
b0367	828	729.47	65	0.851607
b0368	852	753.47	160	2.02949
b0369	975	876.47	4598	50.1378
b4580	2907	2808.47	181	0.615945
b0372	867	768.47	479.2	5.95969
b0373	300	201.47	94	4.45914
b0375	624	525.47	22	0.400137
b0376	1158	1059.47	1549	13.9732
b0377	1221	1122.47	674	5.73877
b0378	1095	996.47	1613	15.4705
b0379	309	210.47	168	7.62874
b0380	213	114.487	702	58.6024
b0381	1095	996.47	6132	58.8127
b0382	261	162.487	498	29.2917
b0383	1416	1317.47	1046	7.58795
b0384	321	222.47	499	21.4369
b0385	1116	1017.47	174	1.63441
b0386	810	711.47	3684	49.4876
b0387	459	360.47	826	21.9
b0388	525	426.47	1917	42.9603
b0389	192	93.811	286	29.1371
b0390	678	579.47	682	11.2483
b0391	285	186.47	4595	235.511
b0392	342	243.47	85	3.33662
b0393	912	813.47	3219	37.8193
b0394	909	810.47	2306	27.1929
b0396	1185	1086.47	15337	134.914
b0397	3147	3048.47	1540	4.82806
b0398	1203	1104.47	1021	8.83497
b0399	690	591.47	854	13.7994
b0400	1296	1197.47	967	7.71783
b0401	1320	1221.47	5564	43.5349
b0402	1374	1275.47	3542	26.5407
b0403	1815	1716.47	1239	6.89872
b0404	582	483.47	387	7.65024
b0405	1071	972.47	2978	29.2673
b0406	1128	1029.47	11349	105.36
b0407	333	234.47	16244	662.124
b0408	1848	1749.47	19026	103.938
b0409	972	873.47	6119	66.9524
b0410	348	249.47	1164	44.5932
b0411	885	786.47	17537	213.111
b0412	540	441.47	163	3.52874
b0413	450	351.47	1979	53.8135
b0414	1104	1005.47	4544	43.1919
b0415	471	372.47	9071	232.754
b0416	420	321.47	6946	206.504
b0417	978	879.47	1631	17.7242
b0418	519	420.47	3217	73.1223
b0419	975	876.47	3398	37.0527
b0420	1863	1764.47	8259	44.7349
b0421	900	801.47	5648	67.3505
b0422	243	144.487	3054	202.011
b0423	1449	1350.47	7443	52.674
b0424	591	492.47	699	13.5653
b0425	912	813.47	1802	21.1713
b0426	492	393.47	23489	570.541
b0427	1365	1266.47	3004	22.6693
b0428	891	792.47	47099	568.018
b0429	330	231.47	17272	713.151
b0430	615	516.47	25421	470.415
b0431	1992	1893.47	121091	611.205
b0432	948	849.47	59487	669.28
b0433	1476	1377.47	9925	68.8624
b0434	579	480.47	5760	114.575
b0435	318	219.47	3567	155.332
b0436	1299	1200.47	23163	184.407
b0437	624	525.47	6902	125.534
b0438	1275	1176.47	12277	99.7344
b0439	2355	2256.47	15991	67.7298
b0440	273	174.47	49263	2698.57
b0441	1872	1773.47	7505	40.4446
b0442	372	273.47	141	4.92769
b0443	399	300.47	205	6.52058
b0444	696	597.47	1706	27.2896
b0445	1701	1602.47	594	3.54266
b0446	819	720.47	685	9.08674
b0447	459	360.47	893	23.6764
b0448	1773	1674.47	1160	6.62086
b0449	1782	1683.47	869	4.93342
b0450	339	240.47	428	17.0105
b0451	1287	1188.47	1427	11.4754
b0452	861	762.47	2040	25.5706
b0453	573	474.47	3401	68.5065
b0454	390	291.47	190	6.23008
b0455	114	26.8186	89225	31796.9
b0456	354	255.47	202	7.55693
b0457	1551	1452.47	792	5.21136
b0458	471	372.47	2359	60.5299
b0459	552	453.47	774	16.3127
b0460	219	120.487	213	16.8956
b0461	375	276.47	238	8.2274
b0462	3150	3051.47	17948	56.2134
b0463	1194	1095.47	11357	99.0824
b0464	648	549.47	596	10.3666
b0465	3363	3264.47	3910	11.4472
b0466	162	66.0055	495	71.6735
b0467	528	429.47	1101	24.5012
b0468	378	279.47	1306	44.6624
b0469	552	453.47	9403	198.176
b0470	1932	1833.47	4490	23.4049
b0471	330	231.47	18443	761.501
b0472	606	507.47	4990	93.9775
b0473	1875	1776.47	14483	77.9173
b0474	645	546.47	22337	390.654
b0475	963	864.47	1543	17.0588
b0476	960	861.47	741	8.22075
b0477	1305	1206.47	4525	35.8456
b0478	1677	1578.47	4342	26.2898
b0479	1221	1122.47	833	7.09257
b0480	1653	1554.47	7149	43.9538
b0481	480	381.47	985	24.678
b4585	84	9.75639	106	103.837
b0482	795	696.47	867	11.8973
b0483	342	243.47	388	15.2307
b0484	2505	2406.47	3802	15.0996
b0485	933	834.47	529	6.05869
b0486	1293	1194.47	1558	12.466
b0487	408	309.47	1926	59.4801
b0488	459	360.47	713	18.904
b0489	918	819.47	771	8.99197
b0490	678	579.47	179	2.95227
b0491	780	681.47	473	6.63358
b0492	855	756.47	7445	94.0603
b0493	810	711.47	1491	20.0288
b0494	627	528.47	842	15.2274
b0495	687	588.47	780	12.6679
b0496	2415	2316.47	1622	6.69203
b0497	4281	4182.47	681.94	1.55829
b0498	369	270.47	7	0.24735
b0499	708	609.47	26	0.407713
b0501	491	392.47	15	0.365274
b4632	93	13.9039	1	0.687378
b0502	845	746.47	132	1.69003
b0503	1095	996.47	857	8.21959
b0504	927	828.47	39	0.449906
b0505	483	384.47	87	2.16267
b0506	816	717.47	6350	84.587
b0507	1782	1683.47	147	0.834537
b0508	777	678.47	34	0.478941
b0509	879	780.47	54	0.661258
b0511	1455	1356.47	19	0.133868
b0512	1362	1263.47	174	1.31619
b0513	1302	1203.47	177	1.40563
b0514	1146	1047.47	768	7.00734
b0515	786	687.47	573	7.96589
b0516	1236	1137.47	359	3.01639
b0517	1050	951.47	49	0.492192
b0518	1668	1569.47	34	0.207042
b4572	1260	1161.47	142	1.16846
b0520	816	717.47	69	0.919134
b0521	894	795.47	146	1.75413
b0522	1068	969.47	18049	177.931
b0523	510	411.47	6365	147.841
b0524	723	624.47	1992	30.4868
b0525	495	396.47	13359	322.031
b0526	1386	1287.47	6558	48.6819
b0527	522	423.47	179	4.03984
b0528	213	114.487	1399	116.787
b0529	867	768.47	8901	110.699
b0530	543	444.47	4	0.0860104
b0531	693	594.47	3	0.0482308
b0532	2604	2505.47	80	0.305165
b0533	984	885.47	8	0.0863475
b0534	516	417.47	21	0.480759
b0535	633	534.47	6	0.107291
b0536	77	7.25596	352	463.641
b0537	1164	1065.47	601.584	5.39621
b4633	222	123.487	119.416	9.24217
b0539	279	180.47	174	9.21463
b4508	312	213.47	62	2.7758
b0542	306	207.47	516	23.7699
b0540	300	201.47	94	4.45914
b0541	867	768.47	479.2	5.95969
b0543	333	234.47	411	16.7528
b0544	1527	1428.47	13	0.0869773
b0545	552	453.47	101	2.12866
b0546	798	699.47	61	0.833478
b4588	102	19.1057	2	1.00046
b0547	456	357.47	16	0.427774
b0548	171	73.9574	1	0.129227
b0549	291	192.47	8	0.397247
b0550	363	264.47	9	0.325237
b4509	141	47.8146	5	0.999408
b0551	384	285.47	20	0.669581
b0552	1017	918.47	3929.92	40.8933
b0553	1098	999.47	10144	97.0003
b0554	216	117.487	124	10.0871
b0555	498	399.47	110	2.63173
b0556	462	363.47	690.072	18.1451
b4510	183	85.1489	1748.7	196.277
b0557	294	195.47	7502	366.801
b0558	411	312.47	1	0.0305862
b0559	207	108.487	7	0.616673
b4589	195	96.6779	38.837	3.8393
b0560	546	447.47	81.3483	1.73747
b4634	309	210.47	39	1.77096
b0561	438	339.47	39.0674	1.09988
b0562	1312	1213.47	18	0.141768
b0563	183	85.1489	4	0.448967
b0564	750	651.47	27	0.396098
b0565	954	855.47	11617	129.784
b4635	45	9.14286	0	0
b0566	762	663.47	50	0.720248
b0567	891	792.47	314	3.78687
b0568	2973	2874.47	1071	3.56094
b0569	2238	2139.47	302	1.34907
b0570	1443	1344.47	865	6.14891
b0571	684	585.47	661	10.7902
b0572	1374	1275.47	47	0.352177
b0573	333	234.47	29	1.18207
b0574	1224	1125.47	54	0.458557
b0575	3144	3045.47	466	1.4624
b0576	1377	1278.47	4267	31.8982
b0577	1248	1149.47	2429	20.1959
b0578	654	555.47	4457	76.6859
b0579	369	270.47	265	9.36398
b0580	249	150.487	160	10.1614
b0581	1119	1020.47	1040	9.74017
b4700	59	5.37313	11	19.5658
b4415	153	58.1511	12	1.97223
b0582	1113	1014.47	3040.67	28.6459
b0583	621	522.47	51	0.932916
b0584	2241	2142.47	2394	10.6793
b0585	1203	1104.47	703	6.08324
b4511	219	120.487	36	2.8556
b0586	3882	3783.47	2742	6.92645
b0587	1134	1035.47	12	0.110759
b0588	816	717.47	668	8.89828
b0589	993	894.47	436	4.65859
b0590	1005	906.47	664	7.00081
b0591	1251	1152.47	2258	18.7253
b0592	957	858.47	1965	21.8762
b0593	1176	1077.47	2110	18.7159
b0594	1611	1512.47	1902	12.0187
b0595	858	759.47	1166	14.6731
b0596	747	648.47	1058	15.593
b0597	414	315.47	1268	38.4145
b0598	2106	2007.47	38127	181.517
b4512	198	99.5902	496	47.599
b0599	1089	990.47	1520	14.6668
b0600	1161	1062.47	290	2.60864
b0601	630	531.47	92	1.65441
b0602	1221	1122.47	38	0.323551
b0603	903	804.47	10	0.118802
b0604	747	648.47	463	6.82377
b0605	564	465.47	27229	559.08
b0606	1566	1467.47	6034	39.2979
b0607	429	330.47	3258	94.2221
b0608	1239	1140.47	851	7.13147
b0610	411	312.47	2710	82.8886
b0611	807	708.47	2472	33.3473
b0612	1464	1365.47	122	0.853908
b0613	879	780.47	21	0.257156
b0614	552	453.47	41	0.86411
b0615	1533	1434.47	13	0.0866135
b0616	909	810.47	44	0.518859
b0617	297	198.47	2	0.0963095
b0618	1059	960.47	82	0.81595
b0619	1659	1560.47	1281	7.84562
b0620	681	582.47	227	3.72465
b0621	1386	1287.47	148	1.09865
b0622	561	462.47	63	1.30194
b0623	210	111.487	37102	3180.59
b0624	384	285.47	1604	53.7004
b4581	1577	1478.47	805	5.20376
b0627	204	105.519	6447	583.931
b0628	966	867.47	6712	73.9488
b0629	954	855.47	137	1.53056
b0630	642	543.47	2327	40.9218
b0631	264	165.487	1676	96.7931
b0632	1212	1113.47	4020	34.5049
b0633	1089	990.47	8330	80.378
b0634	1113	1014.47	3781	35.6206
b0635	1902	1803.47	5915	31.3458
b0636	468	369.47	4616	119.404
b0637	318	219.47	6729	293.028
b0638	612	513.47	1028	19.1343
b0639	642	543.47	1912	33.6237
b0640	1032	933.47	3766	38.5579
b0641	582	483.47	5900	116.632
b0642	2583	2484.47	27403	105.414
b0643	483	384.47	2470	61.4
b0644	978	879.47	102	1.10844
b0645	708	609.47	7	0.109769
b0646	1428	1329.47	44	0.316306
b0647	555	456.47	9	0.188436
b0648	708	609.47	32	0.501801
b0649	1452	1353.47	364	2.57031
b0650	1671	1572.47	274	1.66534
b0651	936	837.47	5595	63.8505
b0652	726	627.47	2783	42.3891
b0653	675	576.47	1512	25.0674
b0654	741	642.47	770	11.4544
b0655	909	810.47	1970	23.2307
b0656	1017	918.47	3929.92	40.8933
b0657	1539	1440.47	7070	46.9082
b0658	879	780.47	12317	150.828
b0659	468	369.47	2686	69.4801
b0660	1041	942.47	7921	80.3241
b0661	1425	1326.47	8187	58.9876
b0662	1176	1077.47	4343	38.5228
b0664	75	6.60766	3934.5	5690.83
b0665	75	6.60766	3934.5	5690.83
b0666	77	7.25596	5436.5	7160.74
b0668	75	6.60766	6745.5	9756.64
b0670	75	6.60766	6745.5	9756.64
b0672	85	10.16	22001	20695.8
b0673	77	7.25596	5436.5	7160.74
b0674	1665	1566.47	3243	19.786
b0675	753	654.47	4491	65.5823
b0676	1221	1122.47	2961	25.2114
b0677	1149	1050.47	2282	20.7618
b0678	801	702.47	4209	57.2644
b0679	1947	1848.47	18120	93.687
b0680	1665	1566.47	22814	139.192
b0681	1407	1308.47	232	1.69456
b0682	327	228.47	89	3.72301
b0683	447	348.47	5900	161.816
b4637	87	11.0282	8085	7006.6
b0684	531	432.47	4597	101.59
b0685	294	195.47	856	41.8531
b0686	765	666.47	1246	17.8678
b0687	546	447.47	4245	90.6666
b0688	1641	1542.47	10031	62.1528
b0689	495	396.47	260	6.26753
b0691	651	552.47	17	0.294086
b4636	150	55.622	4	0.687301
b0692	1320	1221.47	212	1.65877
b0693	2199	2100.47	86	0.391305
b4590	258	159.487	1	0.0599251
b0694	678	579.47	528	8.70836
b0695	2685	2586.47	1903	7.03177
b0696	573	474.47	197	3.96818
b0697	2049	1950.47	165	0.808496
b0698	1674	1575.47	43	0.260851
b4513	90	12.3541	0	0
b0699	207	108.487	438	38.5861
b0700	4194	4095.47	1090.44	2.54468
b0702	327	228.47	11	0.460148
b0703	1521	1422.47	80.6737	0.542029
b0704	570	471.47	5	0.101356
b4514	240	141.487	3	0.202646
b0705	1137	1038.47	2.39958	0.0220838
b0706	762	663.47	3.10872	0.0447809
b0707	510	411.47	506	11.7529
b0708	1419	1320.47	2758	19.9618
b0709	1482	1383.47	669	4.62157
b0710	744	645.47	2875	42.5692
b0711	657	558.47	2404	41.1404
b0712	933	834.47	5079	58.1703
b0713	735	636.47	2132	32.0142
b0714	792	693.47	2211	30.4716
b0715	1047	948.47	669	6.74118
b0716	1062	963.47	77	0.763811
b0717	729	630.47	37	0.560881
b0718	2448	2349.47	115	0.467801
b0719	567	468.47	10	0.20401
b0720	1284	1185.47	63042	508.245
b0721	390	291.47	22447	736.034
b0722	348	249.47	26696	1022.73
b0723	1767	1668.47	120337	689.309
b0724	717	618.47	62399	964.256
b0726	2802	2703.47	101513	358.867
b0727	1218	1119.47	80360	686.058
b0728	1167	1068.47	138985	1243.19
b0729	870	771.47	92924	1151.18
b0730	723	624.47	176	2.69361
b0731	1977	1878.47	70	0.356145
b0732	2634	2535.47	487	1.83571
b0733	1569	1470.47	24306	157.976
b0734	1140	1041.47	10034	92.0791
b4515	114	26.8186	792	282.243
b0735	294	195.47	1443	70.5537
b0736	405	306.47	2478	77.2764
b0737	693	594.47	4698	75.5295
b0738	429	330.47	1735	50.1766
b0739	1266	1167.47	5987	49.0114
b0740	1293	1194.47	28339	226.748
b0741	522	423.47	31117	702.277
b0742	792	693.47	7897	108.835
b0743	76	6.94892	4017.5	5525.5
b0744	76	6.94892	4822.6	6632.8
b0745	76	6.94892	4017.5	5525.5
b0746	76	6.94892	4822.6	6632.8
b0747	76	6.94892	4017.5	5525.5
b0748	76	6.94892	4017.5	5525.5
b0749	76	6.94892	4017.5	5525.5
b0750	1044	945.47	13421	135.666
b0751	720	621.47	11560	177.775
b0752	942	843.47	1770	20.0557
b0753	381	282.47	403	13.6354
